Invoice_Text,Category
Retail customer purchase bill Rs 466805,B2C
International client invoice Singapore Rs 17953,Export
Invoice to Tech Mahindra Rs 154636,B2B
GTA transport service Rs 484324,Reverse Charge
GST liability payment Rs 270654,GST Payment
Monthly GST tax payment Rs 88512,GST Payment
Raw material imported from France Rs 203861,Import
Debit note against shortage Rs 51986,Debit Note
Export software service to France Rs 343193,Export
GST deposited through bank Rs 235037,GST Payment
Educational service invoice Rs 85323,Exempt Supply
Import machinery from UK Rs 74629,Import
Monthly GST tax payment Rs 388850,GST Payment
Export of garments to South Korea Rs 117990,Export
Sales return credit note Rs 132856,Credit Note
Mobile phone sale bill Rs 492796,B2C
GST refund from department Rs 187232,GST Refund
Import electronics from USA Rs 247483,Import
Credit note for cancelled order Rs 443463,Credit Note
Retail customer purchase bill Rs 217053,B2C
Debit note for transport expenses Rs 157788,Debit Note
GST refund received Rs 474108,GST Refund
Reverse charge professional service Rs 426089,Reverse Charge
GST payment challan Rs 423530,GST Payment
Export GST refund Rs 484327,GST Refund
Supply of goods to Accenture Rs 35817,B2B
Sales return credit note Rs 122073,Credit Note
School tuition fees Rs 300431,Exempt Supply
Raw material imported from Germany Rs 398218,Import
Supply of goods to Deloitte Rs 449060,B2B
Hardware purchase from China Rs 232471,Import
Debit note against shortage Rs 231668,Debit Note
Export GST refund Rs 127775,GST Refund
Cash sale invoice Rs 15732,B2C
Wholesale supply to HCL Rs 310815,B2B
Export software service to France Rs 322283,Export
Educational service invoice Rs 361746,Exempt Supply
Credit note for cancelled order Rs 397596,Credit Note
Supply of goods to Amazon Rs 433643,B2B
Agricultural produce sale Rs 486730,Exempt Supply
Retail customer purchase bill Rs 91102,B2C
Import electronics from USA Rs 444574,Import
Debit note for freight charges Rs 195507,Debit Note
School tuition fees Rs 156843,Exempt Supply
Debit note for freight charges Rs 210680,Debit Note
Supply of goods to Amazon Rs 153354,B2B
Mobile phone sale bill Rs 370701,B2C
GTA transport service Rs 230647,Reverse Charge
Hospital treatment charges Rs 182666,Exempt Supply
Raw material imported from Singapore Rs 246425,Import
Invoice to Wipro Rs 1127,B2B
Customer return credit note Rs 81926,Credit Note
Retail customer purchase bill Rs 291550,B2C
Customer return credit note Rs 375473,Credit Note
Hardware purchase from China Rs 131332,Import
Retail customer purchase bill Rs 101528,B2C
Retail customer purchase bill Rs 324310,B2C
GTA transport service Rs 224385,Reverse Charge
Export software service to China Rs 285217,Export
GST liability payment Rs 215543,GST Payment
GST refund received Rs 207502,GST Refund
GTA transport service Rs 173775,Reverse Charge
Export GST refund Rs 123475,GST Refund
Monthly GST tax payment Rs 298722,GST Payment
GST liability payment Rs 378619,GST Payment
Monthly GST tax payment Rs 428322,GST Payment
Mobile phone sale bill Rs 211194,B2C
Supply of goods to Wipro Rs 131254,B2B
Mobile phone sale bill Rs 473774,B2C
Walk-in customer invoice Rs 392181,B2C
GST payment for current month Rs 24716,GST Payment
Retail customer purchase bill Rs 37681,B2C
GTA transport service Rs 374046,Reverse Charge
Wholesale supply to Tech Mahindra Rs 141518,B2B
Monthly GST tax payment Rs 361667,GST Payment
Director remuneration Rs 148179,Reverse Charge
Wholesale supply to Flipkart Rs 444690,B2B
Input GST refund Rs 362626,GST Refund
Invoice to Tech Mahindra Rs 43247,B2B
GST deposited through bank Rs 26157,GST Payment
Sales return credit note Rs 56949,Credit Note
GST refund received Rs 437092,GST Refund
Invoice to Flipkart Rs 492484,B2B
Educational service invoice Rs 271989,Exempt Supply
Advocate service payment Rs 146886,Reverse Charge
Hardware purchase from France Rs 110535,Import
Import electronics from Germany Rs 292741,Import
Export GST refund Rs 367917,GST Refund
Monthly GST tax payment Rs 449051,GST Payment
Retail customer purchase bill Rs 195355,B2C
Export of garments to South Korea Rs 88201,Export
Customer return credit note Rs 196500,Credit Note
GST payment for current month Rs 276753,GST Payment
Supplier debit adjustment Rs 388795,Debit Note
Agricultural produce sale Rs 314703,Exempt Supply
Industrial equipment imported from South Korea Rs 469188,Import
Consumer electronics invoice Rs 80572,B2C
Healthcare exempt supply Rs 225223,Exempt Supply
Wholesale supply to Accenture Rs 71474,B2B
GTA transport service Rs 270622,Reverse Charge
Agricultural produce sale Rs 156411,Exempt Supply
International client invoice USA Rs 51763,Export
Supply of goods to Accenture Rs 357713,B2B
Director remuneration Rs 56971,Reverse Charge
GST invoice raised on Tech Mahindra Rs 142694,B2B
GST deposited through bank Rs 18572,GST Payment
GST invoice raised on Accenture Rs 415836,B2B
Customer return credit note Rs 205215,Credit Note
Monthly GST tax payment Rs 161348,GST Payment
GST invoice raised on Google Rs 112142,B2B
Debit note for freight charges Rs 23014,Debit Note
GST liability payment Rs 64472,GST Payment
Customer return credit note Rs 64106,Credit Note
GST payment for current month Rs 282028,GST Payment
GST payment challan Rs 207235,GST Payment
Credit adjustment invoice Rs 241241,Credit Note
Debit note for transport expenses Rs 73952,Debit Note
Hardware purchase from UK Rs 335668,Import
Import electronics from Germany Rs 417771,Import
Legal service under reverse charge Rs 59237,Reverse Charge
Customer return credit note Rs 321735,Credit Note
Wholesale supply to Tata Steel Rs 278508,B2B
GST deposited through bank Rs 364664,GST Payment
School tuition fees Rs 387880,Exempt Supply
Raw material imported from Australia Rs 150674,Import
Walk-in customer invoice Rs 341615,B2C
Reverse charge professional service Rs 86275,Reverse Charge
Debit note raised for additional tax Rs 163793,Debit Note
Director remuneration Rs 317263,Reverse Charge
IT support service to Canada Rs 218360,Export
Refund received under GST Rs 403561,GST Refund
Consumer electronics invoice Rs 265248,B2C
Import electronics from Japan Rs 364768,Import
GST deposited through bank Rs 207763,GST Payment
Debit note for transport expenses Rs 410693,Debit Note
Advocate service payment Rs 115344,Reverse Charge
GST payment challan Rs 289503,GST Payment
Import electronics from USA Rs 429589,Import
GST refund from department Rs 243935,GST Refund
Corporate software license for ABC Pvt Ltd Rs 202202,B2B
Walk-in customer invoice Rs 12332,B2C
Export software service to China Rs 95318,Export
GST refund received Rs 351230,GST Refund
Credit adjustment invoice Rs 73560,Credit Note
Debit note raised for additional tax Rs 117510,Debit Note
Healthcare exempt supply Rs 465681,Exempt Supply
GST refund received Rs 15751,GST Refund
Refund received under GST Rs 367943,GST Refund
Industrial equipment imported from Canada Rs 83099,Import
Wholesale supply to ABC Pvt Ltd Rs 323022,B2B
Agricultural produce sale Rs 40819,Exempt Supply
Director remuneration Rs 352101,Reverse Charge
School tuition fees Rs 110273,Exempt Supply
Export software service to Australia Rs 307583,Export
Credit note issued against damaged goods Rs 211381,Credit Note
Invoice to Tech Mahindra Rs 486694,B2B
GST invoice raised on ABC Pvt Ltd Rs 94097,B2B
GST refund from department Rs 373156,GST Refund
Export of garments to Germany Rs 161385,Export
Invoice to Tech Mahindra Rs 51269,B2B
Mobile phone sale bill Rs 450665,B2C
IT support service to Singapore Rs 309081,Export
School tuition fees Rs 230788,Exempt Supply
Director remuneration Rs 448273,Reverse Charge
Debit note against shortage Rs 83967,Debit Note
Consulting invoice to China Rs 100191,Export
Agricultural produce sale Rs 491077,Exempt Supply
GST liability payment Rs 345822,GST Payment
Hospital treatment charges Rs 361511,Exempt Supply
Reverse charge professional service Rs 207294,Reverse Charge
GST refund received Rs 224064,GST Refund
Import machinery from USA Rs 259374,Import
Import machinery from UK Rs 224481,Import
International client invoice Germany Rs 271094,Export
School tuition fees Rs 323605,Exempt Supply
Credit note for cancelled order Rs 397543,Credit Note
Debit note for freight charges Rs 186430,Debit Note
Refund received under GST Rs 116618,GST Refund
Retail customer purchase bill Rs 278074,B2C
Reverse charge professional service Rs 57540,Reverse Charge
Debit note for transport expenses Rs 263224,Debit Note
GST invoice raised on Flipkart Rs 432914,B2B
Import electronics from Germany Rs 443636,Import
Refund received under GST Rs 140620,GST Refund
Industrial equipment imported from Germany Rs 325454,Import
Agricultural produce sale Rs 32597,Exempt Supply
GST invoice raised on Infosys Rs 440001,B2B
Credit note issued against damaged goods Rs 335285,Credit Note
Customer return credit note Rs 148199,Credit Note
Legal service under reverse charge Rs 5793,Reverse Charge
Import machinery from France Rs 432743,Import
International client invoice China Rs 164441,Export
Mobile phone sale bill Rs 137138,B2C
Retail customer purchase bill Rs 323920,B2C
Agricultural produce sale Rs 392960,Exempt Supply
Advocate service payment Rs 373519,Reverse Charge
Credit note issued against damaged goods Rs 376631,Credit Note
IT support service to Canada Rs 210760,Export
GST refund received Rs 56825,GST Refund
Agricultural produce sale Rs 295796,Exempt Supply
Healthcare exempt supply Rs 429054,Exempt Supply
IT support service to Australia Rs 118479,Export
Import machinery from Germany Rs 8298,Import
Cash sale invoice Rs 233256,B2C
Mobile phone sale bill Rs 496306,B2C
GTA transport service Rs 29564,Reverse Charge
Industrial equipment imported from Germany Rs 221830,Import
Agricultural produce sale Rs 115270,Exempt Supply
Industrial equipment imported from South Korea Rs 71879,Import
GST payment for current month Rs 378041,GST Payment
GST refund from department Rs 13793,GST Refund
Agricultural produce sale Rs 164194,Exempt Supply
GST payment for current month Rs 66174,GST Payment
Raw material imported from Germany Rs 220445,Import
Export of garments to Canada Rs 164709,Export
Advocate service payment Rs 344759,Reverse Charge
School tuition fees Rs 265193,Exempt Supply
Corporate software license for Deloitte Rs 482031,B2B
Walk-in customer invoice Rs 469977,B2C
Customer return credit note Rs 145868,Credit Note
Invoice to Tata Steel Rs 343209,B2B
GST payment challan Rs 202967,GST Payment
Debit note against shortage Rs 116057,Debit Note
Educational service invoice Rs 259941,Exempt Supply
Import machinery from Japan Rs 40406,Import
Monthly GST tax payment Rs 445772,GST Payment
GST payment for current month Rs 58082,GST Payment
Retail customer purchase bill Rs 271491,B2C
Hardware purchase from China Rs 7143,Import
GST liability payment Rs 323666,GST Payment
Legal service under reverse charge Rs 276931,Reverse Charge
Healthcare exempt supply Rs 214307,Exempt Supply
Export software service to USA Rs 156691,Export
Advocate service payment Rs 209981,Reverse Charge
Supplier debit adjustment Rs 443770,Debit Note
Retail customer purchase bill Rs 324305,B2C
Healthcare exempt supply Rs 28871,Exempt Supply
GST refund received Rs 190714,GST Refund
Healthcare exempt supply Rs 341794,Exempt Supply
Refund received under GST Rs 273904,GST Refund
Reverse charge professional service Rs 374784,Reverse Charge
Consumer electronics invoice Rs 473150,B2C
School tuition fees Rs 96052,Exempt Supply
Mobile phone sale bill Rs 394224,B2C
International client invoice Germany Rs 347670,Export
Export GST refund Rs 289768,GST Refund
Healthcare exempt supply Rs 394125,Exempt Supply
Debit note for transport expenses Rs 299444,Debit Note
Debit note for transport expenses Rs 112123,Debit Note
Sales return credit note Rs 154990,Credit Note
Debit note against shortage Rs 497654,Debit Note
Educational service invoice Rs 166212,Exempt Supply
Mobile phone sale bill Rs 167830,B2C
GST refund from department Rs 436332,GST Refund
Consulting invoice to UK Rs 302908,Export
Debit note for freight charges Rs 445433,Debit Note
Customer return credit note Rs 288161,Credit Note
Mobile phone sale bill Rs 316320,B2C
Export GST refund Rs 495226,GST Refund
Healthcare exempt supply Rs 379528,Exempt Supply
Retail customer purchase bill Rs 485046,B2C
Director remuneration Rs 175291,Reverse Charge
Walk-in customer invoice Rs 400562,B2C
Cash sale invoice Rs 476996,B2C
GST deposited through bank Rs 150246,GST Payment
Credit adjustment invoice Rs 45072,Credit Note
Credit adjustment invoice Rs 191199,Credit Note
Refund received under GST Rs 349423,GST Refund
Wholesale supply to Microsoft Rs 126526,B2B
GST invoice raised on Google Rs 73978,B2B
Debit note raised for additional tax Rs 336602,Debit Note
Consumer electronics invoice Rs 333091,B2C
Credit note for cancelled order Rs 457452,Credit Note
Mobile phone sale bill Rs 365013,B2C
Export GST refund Rs 350622,GST Refund
GST refund from department Rs 82306,GST Refund
Customer return credit note Rs 38409,Credit Note
Export GST refund Rs 416623,GST Refund
GST liability payment Rs 142075,GST Payment
IT support service to USA Rs 466616,Export
Corporate software license for Reliance Rs 167237,B2B
Reverse charge professional service Rs 209788,Reverse Charge
Debit note for freight charges Rs 74409,Debit Note
Consulting invoice to France Rs 129411,Export
Corporate software license for Tech Mahindra Rs 429927,B2B
Retail customer purchase bill Rs 240692,B2C
Credit note for cancelled order Rs 94251,Credit Note
