Transaction_Text,Amount,Deductee_Type,TDS_Section,TDS_Rate,TDS_Amount,Net_Payment,Ledger
Brokerage charges paid,195953,Professional,194H,5%,9797.65,186155.35,Commission Expense
Contractor payment made,71010,Professional,194C,1%,710.1,70299.9,Contractor Expense
Goods purchased from vendor,210867,Firm,194Q,0.1%,210.87,210656.13,Purchase Expense
Construction work payment,129739,Contractor,194C,1%,1297.39,128441.61,Contractor Expense
Freight charges paid,201644,Professional,194C,1%,2016.44,199627.56,Contractor Expense
Interest on unsecured loan,290499,Contractor,194A,10%,29049.9,261449.1,Interest Expense
Labour charges paid,494167,Contractor,194C,1%,4941.67,489225.33,Contractor Expense
Audit fees paid,292436,Contractor,194J,10%,29243.6,263192.4,Professional Fees
Professional consultancy charges,245837,Individual,194J,10%,24583.7,221253.3,Professional Fees
Transport charges paid,383534,Professional,194C,1%,3835.34,379698.66,Contractor Expense
Raw material purchase made,260608,Individual,194Q,0.1%,260.61,260347.39,Purchase Expense
Interest paid on loan,420403,Company,194A,10%,42040.3,378362.7,Interest Expense
Interest paid on loan,308236,Individual,194A,10%,30823.6,277412.4,Interest Expense
Referral commission paid,293326,Company,194H,5%,14666.3,278659.7,Commission Expense
Goods purchased from vendor,437206,Individual,194Q,0.1%,437.21,436768.79,Purchase Expense
Professional consultancy charges,13977,Individual,194J,10%,1397.7,12579.3,Professional Fees
Brokerage charges paid,55191,Individual,194H,5%,2759.55,52431.45,Commission Expense
Bulk inventory purchase,265792,Firm,194Q,0.1%,265.79,265526.21,Purchase Expense
Shop rent transferred,272709,Company,194I,10%,27270.9,245438.1,Rent Expense
Interest payment booked,74772,Individual,194A,10%,7477.2,67294.8,Interest Expense
Labour charges paid,155609,Company,194C,1%,1556.09,154052.91,Contractor Expense
Office rent paid,148507,Individual,194I,10%,14850.7,133656.3,Rent Expense
Interest paid on loan,116701,Contractor,194A,10%,11670.1,105030.9,Interest Expense
Warehouse rent paid,9179,Contractor,194I,10%,917.9,8261.1,Rent Expense
Interest on unsecured loan,79053,Company,194A,10%,7905.3,71147.7,Interest Expense
Office rent paid,90074,Company,194I,10%,9007.4,81066.6,Rent Expense
Warehouse rent paid,334931,Contractor,194I,10%,33493.1,301437.9,Rent Expense
Office rent paid,279187,Contractor,194I,10%,27918.7,251268.3,Rent Expense
Contractor payment made,343359,Individual,194C,1%,3433.59,339925.41,Contractor Expense
Bank interest paid,297818,Contractor,194A,10%,29781.8,268036.2,Interest Expense
Raw material purchase made,486530,Company,194Q,0.1%,486.53,486043.47,Purchase Expense
Interest payment booked,257732,Individual,194A,10%,25773.2,231958.8,Interest Expense
Vendor supply payment,394835,Contractor,194Q,0.1%,394.83,394440.17,Purchase Expense
Vendor supply payment,185088,Individual,194Q,0.1%,185.09,184902.91,Purchase Expense
Finance charges paid,123427,Contractor,194A,10%,12342.7,111084.3,Interest Expense
Warehouse rent paid,25884,Company,194I,10%,2588.4,23295.6,Rent Expense
Bank interest paid,147780,Company,194A,10%,14778.0,133002.0,Interest Expense
Transport charges paid,89153,Contractor,194C,1%,891.53,88261.47,Contractor Expense
Raw material purchase made,292028,Individual,194Q,0.1%,292.03,291735.97,Purchase Expense
Bulk inventory purchase,46333,Contractor,194Q,0.1%,46.33,46286.67,Purchase Expense
Goods purchased from vendor,190700,Company,194Q,0.1%,190.7,190509.3,Purchase Expense
Goods purchased from vendor,165019,Contractor,194Q,0.1%,165.02,164853.98,Purchase Expense
Interest paid on loan,338449,Firm,194A,10%,33844.9,304604.1,Interest Expense
Referral commission paid,305798,Firm,194H,5%,15289.9,290508.1,Commission Expense
Raw material purchase made,332495,Contractor,194Q,0.1%,332.5,332162.5,Purchase Expense
CA fees paid,396486,Company,194J,10%,39648.6,356837.4,Professional Fees
Labour charges paid,265019,Professional,194C,1%,2650.19,262368.81,Contractor Expense
Labour charges paid,317255,Contractor,194C,1%,3172.55,314082.45,Contractor Expense
Property rent paid,135804,Professional,194I,10%,13580.4,122223.6,Rent Expense
Freight charges paid,374997,Contractor,194C,1%,3749.97,371247.03,Contractor Expense
Labour charges paid,334798,Contractor,194C,1%,3347.98,331450.02,Contractor Expense
Raw material purchase made,374398,Company,194Q,0.1%,374.4,374023.6,Purchase Expense
Bulk inventory purchase,9241,Professional,194Q,0.1%,9.24,9231.76,Purchase Expense
Goods purchased from vendor,195099,Individual,194Q,0.1%,195.1,194903.9,Purchase Expense
Legal consultancy fees paid,382309,Individual,194J,10%,38230.9,344078.1,Professional Fees
Property rent paid,432681,Individual,194I,10%,43268.1,389412.9,Rent Expense
Office rent paid,387215,Company,194I,10%,38721.5,348493.5,Rent Expense
Referral commission paid,239008,Firm,194H,5%,11950.4,227057.6,Commission Expense
Contractor payment made,35287,Firm,194C,1%,352.87,34934.13,Contractor Expense
Vendor supply payment,65093,Professional,194Q,0.1%,65.09,65027.91,Purchase Expense
Contractor payment made,246224,Individual,194C,1%,2462.24,243761.76,Contractor Expense
Doctor consultation fees paid,433245,Company,194J,10%,43324.5,389920.5,Professional Fees
Raw material purchase made,168365,Contractor,194Q,0.1%,168.37,168196.63,Purchase Expense
Warehouse rent paid,86800,Firm,194I,10%,8680.0,78120.0,Rent Expense
Shop rent transferred,328251,Firm,194I,10%,32825.1,295425.9,Rent Expense
Purchase of stock items,221643,Company,194Q,0.1%,221.64,221421.36,Purchase Expense
Property rent paid,354176,Company,194I,10%,35417.6,318758.4,Rent Expense
Property rent paid,152511,Professional,194I,10%,15251.1,137259.9,Rent Expense
Brokerage charges paid,16363,Firm,194H,5%,818.15,15544.85,Commission Expense
Doctor consultation fees paid,24236,Company,194J,10%,2423.6,21812.4,Professional Fees
Raw material purchase made,423788,Individual,194Q,0.1%,423.79,423364.21,Purchase Expense
Warehouse rent paid,155712,Firm,194I,10%,15571.2,140140.8,Rent Expense
Brokerage charges paid,88389,Professional,194H,5%,4419.45,83969.55,Commission Expense
Property rent paid,468814,Firm,194I,10%,46881.4,421932.6,Rent Expense
Bank interest paid,151697,Company,194A,10%,15169.7,136527.3,Interest Expense
Raw material purchase made,155165,Professional,194Q,0.1%,155.16,155009.84,Purchase Expense
Legal consultancy fees paid,191037,Professional,194J,10%,19103.7,171933.3,Professional Fees
Property rent paid,214280,Contractor,194I,10%,21428.0,192852.0,Rent Expense
Building lease payment,115206,Company,194I,10%,11520.6,103685.4,Rent Expense
Building lease payment,370128,Company,194I,10%,37012.8,333115.2,Rent Expense
Property rent paid,81723,Professional,194I,10%,8172.3,73550.7,Rent Expense
Bulk inventory purchase,373610,Firm,194Q,0.1%,373.61,373236.39,Purchase Expense
Office rent paid,256810,Firm,194I,10%,25681.0,231129.0,Rent Expense
Office rent paid,112082,Company,194I,10%,11208.2,100873.8,Rent Expense
Interest paid on loan,493142,Firm,194A,10%,49314.2,443827.8,Interest Expense
Interest paid on loan,472619,Professional,194A,10%,47261.9,425357.1,Interest Expense
Audit fees paid,43514,Professional,194J,10%,4351.4,39162.6,Professional Fees
Audit fees paid,266700,Contractor,194J,10%,26670.0,240030.0,Professional Fees
Audit fees paid,384631,Professional,194J,10%,38463.1,346167.9,Professional Fees
Agent incentive paid,327399,Firm,194H,5%,16369.95,311029.05,Commission Expense
Freight charges paid,497712,Professional,194C,1%,4977.12,492734.88,Contractor Expense
Doctor consultation fees paid,9917,Individual,194J,10%,991.7,8925.3,Professional Fees
Construction work payment,311987,Professional,194C,1%,3119.87,308867.13,Contractor Expense
Office rent paid,494326,Company,194I,10%,49432.6,444893.4,Rent Expense
Goods purchased from vendor,113883,Contractor,194Q,0.1%,113.88,113769.12,Purchase Expense
Interest paid on loan,324761,Contractor,194A,10%,32476.1,292284.9,Interest Expense
Professional consultancy charges,124547,Company,194J,10%,12454.7,112092.3,Professional Fees
Vendor supply payment,186991,Company,194Q,0.1%,186.99,186804.01,Purchase Expense
Agent incentive paid,206638,Contractor,194H,5%,10331.9,196306.1,Commission Expense
Doctor consultation fees paid,355329,Individual,194J,10%,35532.9,319796.1,Professional Fees
Agent incentive paid,360419,Professional,194H,5%,18020.95,342398.05,Commission Expense
Vendor supply payment,393629,Company,194Q,0.1%,393.63,393235.37,Purchase Expense
Building lease payment,57690,Individual,194I,10%,5769.0,51921.0,Rent Expense
Interest payment booked,126705,Individual,194A,10%,12670.5,114034.5,Interest Expense
Shop rent transferred,24226,Individual,194I,10%,2422.6,21803.4,Rent Expense
Commission paid to agent,128641,Company,194H,5%,6432.05,122208.95,Commission Expense
Office rent paid,114749,Contractor,194I,10%,11474.9,103274.1,Rent Expense
Bulk inventory purchase,90986,Firm,194Q,0.1%,90.99,90895.01,Purchase Expense
Doctor consultation fees paid,281807,Professional,194J,10%,28180.7,253626.3,Professional Fees
Labour charges paid,88700,Professional,194C,1%,887.0,87813.0,Contractor Expense
Referral commission paid,166710,Firm,194H,5%,8335.5,158374.5,Commission Expense
Sales commission payment,454688,Contractor,194H,5%,22734.4,431953.6,Commission Expense
Interest paid on loan,380475,Individual,194A,10%,38047.5,342427.5,Interest Expense
Professional consultancy charges,199793,Individual,194J,10%,19979.3,179813.7,Professional Fees
Audit fees paid,378940,Company,194J,10%,37894.0,341046.0,Professional Fees
Transport charges paid,317451,Firm,194C,1%,3174.51,314276.49,Contractor Expense
Raw material purchase made,171176,Company,194Q,0.1%,171.18,171004.82,Purchase Expense
Raw material purchase made,372575,Company,194Q,0.1%,372.57,372202.43,Purchase Expense
Interest payment booked,370534,Company,194A,10%,37053.4,333480.6,Interest Expense
Contractor payment made,262417,Company,194C,1%,2624.17,259792.83,Contractor Expense
Agent incentive paid,395420,Company,194H,5%,19771.0,375649.0,Commission Expense
Professional consultancy charges,304071,Individual,194J,10%,30407.1,273663.9,Professional Fees
Sales commission payment,64797,Firm,194H,5%,3239.85,61557.15,Commission Expense
Shop rent transferred,303933,Company,194I,10%,30393.3,273539.7,Rent Expense
Bulk inventory purchase,57273,Professional,194Q,0.1%,57.27,57215.73,Purchase Expense
Purchase of stock items,215642,Firm,194Q,0.1%,215.64,215426.36,Purchase Expense
Agent incentive paid,67212,Individual,194H,5%,3360.6,63851.4,Commission Expense
Vendor supply payment,50509,Company,194Q,0.1%,50.51,50458.49,Purchase Expense
Construction work payment,462693,Company,194C,1%,4626.93,458066.07,Contractor Expense
Freight charges paid,473750,Firm,194C,1%,4737.5,469012.5,Contractor Expense
Construction work payment,85097,Company,194C,1%,850.97,84246.03,Contractor Expense
Interest on unsecured loan,377523,Contractor,194A,10%,37752.3,339770.7,Interest Expense
Finance charges paid,223293,Company,194A,10%,22329.3,200963.7,Interest Expense
Property rent paid,245113,Contractor,194I,10%,24511.3,220601.7,Rent Expense
Warehouse rent paid,230016,Professional,194I,10%,23001.6,207014.4,Rent Expense
Sales commission payment,380058,Professional,194H,5%,19002.9,361055.1,Commission Expense
Freight charges paid,208166,Professional,194C,1%,2081.66,206084.34,Contractor Expense
Sales commission payment,368977,Company,194H,5%,18448.85,350528.15,Commission Expense
Goods purchased from vendor,291358,Individual,194Q,0.1%,291.36,291066.64,Purchase Expense
Purchase of stock items,147750,Contractor,194Q,0.1%,147.75,147602.25,Purchase Expense
Audit fees paid,86426,Company,194J,10%,8642.6,77783.4,Professional Fees
CA fees paid,433077,Professional,194J,10%,43307.7,389769.3,Professional Fees
Finance charges paid,394608,Individual,194A,10%,39460.8,355147.2,Interest Expense
Freight charges paid,143477,Firm,194C,1%,1434.77,142042.23,Contractor Expense
Property rent paid,277984,Firm,194I,10%,27798.4,250185.6,Rent Expense
Interest on unsecured loan,90940,Company,194A,10%,9094.0,81846.0,Interest Expense
Contractor payment made,219235,Individual,194C,1%,2192.35,217042.65,Contractor Expense
Purchase of stock items,396532,Professional,194Q,0.1%,396.53,396135.47,Purchase Expense
Warehouse rent paid,348991,Firm,194I,10%,34899.1,314091.9,Rent Expense
Finance charges paid,440430,Individual,194A,10%,44043.0,396387.0,Interest Expense
Property rent paid,423824,Individual,194I,10%,42382.4,381441.6,Rent Expense
Brokerage charges paid,251855,Professional,194H,5%,12592.75,239262.25,Commission Expense
Referral commission paid,329843,Professional,194H,5%,16492.15,313350.85,Commission Expense
Labour charges paid,176166,Company,194C,1%,1761.66,174404.34,Contractor Expense
Goods purchased from vendor,157539,Contractor,194Q,0.1%,157.54,157381.46,Purchase Expense
Bulk inventory purchase,360563,Individual,194Q,0.1%,360.56,360202.44,Purchase Expense
Building lease payment,78726,Contractor,194I,10%,7872.6,70853.4,Rent Expense
Referral commission paid,28470,Firm,194H,5%,1423.5,27046.5,Commission Expense
Freight charges paid,86273,Individual,194C,1%,862.73,85410.27,Contractor Expense
Transport charges paid,241004,Contractor,194C,1%,2410.04,238593.96,Contractor Expense
CA fees paid,106050,Firm,194J,10%,10605.0,95445.0,Professional Fees
Construction work payment,426098,Company,194C,1%,4260.98,421837.02,Contractor Expense
Shop rent transferred,129058,Individual,194I,10%,12905.8,116152.2,Rent Expense
Brokerage charges paid,472116,Contractor,194H,5%,23605.8,448510.2,Commission Expense
Transport charges paid,337752,Professional,194C,1%,3377.52,334374.48,Contractor Expense
Sales commission payment,305143,Professional,194H,5%,15257.15,289885.85,Commission Expense
Interest payment booked,251869,Contractor,194A,10%,25186.9,226682.1,Interest Expense
Transport charges paid,114185,Contractor,194C,1%,1141.85,113043.15,Contractor Expense
Building lease payment,374018,Firm,194I,10%,37401.8,336616.2,Rent Expense
Referral commission paid,27219,Individual,194H,5%,1360.95,25858.05,Commission Expense
Finance charges paid,126863,Contractor,194A,10%,12686.3,114176.7,Interest Expense
Purchase of stock items,100702,Company,194Q,0.1%,100.7,100601.3,Purchase Expense
Sales commission payment,341888,Contractor,194H,5%,17094.4,324793.6,Commission Expense
Bulk inventory purchase,306949,Company,194Q,0.1%,306.95,306642.05,Purchase Expense
Bulk inventory purchase,80850,Company,194Q,0.1%,80.85,80769.15,Purchase Expense
Sales commission payment,257861,Contractor,194H,5%,12893.05,244967.95,Commission Expense
Construction work payment,45341,Professional,194C,1%,453.41,44887.59,Contractor Expense
Interest on unsecured loan,365022,Individual,194A,10%,36502.2,328519.8,Interest Expense
Purchase of stock items,287135,Contractor,194Q,0.1%,287.13,286847.87,Purchase Expense
Interest payment booked,328813,Company,194A,10%,32881.3,295931.7,Interest Expense
Construction work payment,429085,Professional,194C,1%,4290.85,424794.15,Contractor Expense
Labour charges paid,316352,Individual,194C,1%,3163.52,313188.48,Contractor Expense
Construction work payment,166484,Individual,194C,1%,1664.84,164819.16,Contractor Expense
Doctor consultation fees paid,206284,Individual,194J,10%,20628.4,185655.6,Professional Fees
Interest paid on loan,196805,Contractor,194A,10%,19680.5,177124.5,Interest Expense
Referral commission paid,193533,Firm,194H,5%,9676.65,183856.35,Commission Expense
Brokerage charges paid,413923,Company,194H,5%,20696.15,393226.85,Commission Expense
Legal consultancy fees paid,467018,Firm,194J,10%,46701.8,420316.2,Professional Fees
Interest on unsecured loan,442466,Professional,194A,10%,44246.6,398219.4,Interest Expense
Interest payment booked,58667,Company,194A,10%,5866.7,52800.3,Interest Expense
Freight charges paid,179085,Individual,194C,1%,1790.85,177294.15,Contractor Expense
Agent incentive paid,301410,Professional,194H,5%,15070.5,286339.5,Commission Expense
