Book_Description,Bank_Description,Book_Amount,Bank_Amount,Book_Date,Bank_Date,Book_Reference,Bank_Reference,Book_Cheque,Bank_Cheque,Status
Customer Receipt,Customer Receipt,54214,54214,2026-06-20,2026-06-20,REF45697,REF45697,CHQ3270,CHQ3270,Matched
Professional Fees,Professional Fees,55287,55287,2026-06-12,2026-06-12,REF59750,REF59750,CHQ5203,CHQ5203,Duplicate
Office Rent,Office Rent,7071,7071,2026-06-05,2026-06-05,REF20504,REF20504,CHQ9252,CHQ9252,Duplicate
Fuel Expense,Not Available,66268,0,2026-06-12,2026-06-12,REF64077,NA,CHQ1614,NA,Missing Entry
GST Payment,GST Payment,26782,26782,2026-06-30,2026-06-30,REF12339,REF12339,CHQ6661,CHQ6661,Duplicate
Office Rent,Office Rent,43783,43773,2026-06-06,2026-06-09,REF72982,REF72982,CHQ6723,CHQ6723,Fuzzy Matched
Customer Receipt,Customer Receipt,23871,-23871,2026-06-30,2026-06-30,REF79555,REF79555,CHQ7233,CHQ7233,Reversal Entry
Software Subscription,Software Subscription,12403,-12403,2026-06-19,2026-06-19,REF72668,REF72668,CHQ9021,CHQ9021,Reversal Entry
Software Subscription,Software Subscription,61478,61478,2026-06-20,2026-06-20,REF32972,REF32972,CHQ9507,CHQ9507,Matched
Professional Fees,Not Available,14454,0,2026-06-01,2026-06-01,REF83251,NA,CHQ4185,NA,Missing Entry
Electricity Bill,Electricity Bill,58323,-58323,2026-06-25,2026-06-25,REF28059,REF28059,CHQ4138,CHQ4138,Reversal Entry
Electricity Bill,Electricity Bill,49707,49707,2026-06-28,2026-06-28,REF68343,REF68343,CHQ7350,CHQ7350,Matched
Bank Charges,Not Available,41337,0,2026-06-06,2026-06-06,REF23620,NA,CHQ2532,NA,Missing Entry
Office Rent,Office Rent,13634,-13634,2026-06-26,2026-06-26,REF90338,REF90338,CHQ9436,CHQ9436,Reversal Entry
Electricity Bill,Not Available,76482,0,2026-06-08,2026-06-08,REF10524,NA,CHQ5456,NA,Missing Entry
Fuel Expense,Fuel Expense,47998,47998,2026-06-24,2026-06-24,REF26758,REF26758,CHQ9333,CHQ9333,Matched
Electricity Bill,Electricity Bill,11712,-11712,2026-06-27,2026-06-27,REF75477,REF75477,CHQ2855,CHQ2855,Reversal Entry
Customer Receipt,Customer Receipt,22592,22583,2026-06-17,2026-06-20,REF50553,REF50553,CHQ9729,CHQ9729,Fuzzy Matched
Bank Charges,Unknown Transaction,43938,219690,2026-06-07,2026-06-07,REF64439,REF64439,CHQ9921,CHQ9921,Suspicious
GST Payment,Not Available,26713,0,2026-06-07,2026-06-07,REF22790,NA,CHQ4164,NA,Missing Entry
Software Subscription,Software Subscription,56955,-56955,2026-06-11,2026-06-11,REF80266,REF80266,CHQ9290,CHQ9290,Reversal Entry
Vendor Payment,Vendor Payment,54859,54855,2026-06-23,2026-06-24,REF90359,REF90359,CHQ2637,CHQ2637,Fuzzy Matched
Office Rent,Not Available,56482,0,2026-06-30,2026-06-30,REF57470,NA,CHQ4973,NA,Missing Entry
Office Rent,Not Available,39059,0,2026-06-17,2026-06-17,REF25890,NA,CHQ7344,NA,Missing Entry
Professional Fees,Professional Fees,31155,31149,2026-06-17,2026-06-20,REF42134,REF42134,CHQ4855,CHQ4855,Fuzzy Matched
Professional Fees,Not Available,69283,0,2026-06-17,2026-06-17,REF15248,NA,CHQ8838,NA,Missing Entry
GST Payment,GST Payment,83500,83496,2026-07-01,2026-07-04,REF31456,REF31456,CHQ2362,CHQ2362,Fuzzy Matched
Bank Charges,Bank Charges,64475,64475,2026-06-18,2026-06-18,REF58113,REF58113,CHQ4908,CHQ4908,Duplicate
GST Payment,GST Payment,35323,35323,2026-06-03,2026-06-03,REF17011,REF17011,CHQ3971,CHQ3971,Duplicate
GST Payment,GST Payment,93524,93516,2026-07-01,2026-07-02,REF95003,REF95003,CHQ3506,CHQ3506,Fuzzy Matched
Customer Receipt,Customer Receipt,16224,16224,2026-06-05,2026-06-05,REF61206,REF61206,CHQ4134,CHQ4134,Duplicate
Software Subscription,Software Subscription,54592,54592,2026-06-16,2026-06-16,REF42315,REF42315,CHQ3685,CHQ3685,Matched
Bank Charges,Bank Charges,50473,50469,2026-06-15,2026-06-16,REF36533,REF36533,CHQ4247,CHQ4247,Fuzzy Matched
Office Rent,Office Rent,23308,-23308,2026-06-10,2026-06-10,REF87124,REF87124,CHQ8737,CHQ8737,Reversal Entry
Salary Payment,Salary Payment,79810,79810,2026-06-03,2026-06-03,REF47581,REF47581,CHQ5585,CHQ5585,Matched
Software Subscription,Software Subscription,94576,-94576,2026-06-11,2026-06-11,REF52764,REF52764,CHQ2054,CHQ2054,Reversal Entry
Fuel Expense,Fuel Expense,88378,88378,2026-06-13,2026-06-13,REF55196,REF55196,CHQ5935,CHQ5935,Matched
Bank Charges,Bank Charges,48935,48935,2026-06-12,2026-06-12,REF69964,REF69964,CHQ5980,CHQ5980,Duplicate
Electricity Bill,Electricity Bill,33287,33282,2026-06-16,2026-06-17,REF65981,REF65981,CHQ5737,CHQ5737,Fuzzy Matched
Office Rent,Office Rent,48097,48100,2026-06-06,2026-06-07,REF15081,REF15081,CHQ7798,CHQ7798,Fuzzy Matched
Salary Payment,Salary Payment,7210,7219,2026-06-16,2026-06-19,REF77037,REF77037,CHQ9484,CHQ9484,Fuzzy Matched
GST Payment,GST Payment,24503,24503,2026-06-06,2026-06-06,REF75323,REF75323,CHQ7634,CHQ7634,Duplicate
Salary Payment,Salary Payment,61991,-61991,2026-06-28,2026-06-28,REF37761,REF37761,CHQ5448,CHQ5448,Reversal Entry
Bank Charges,Bank Charges,58583,58583,2026-06-02,2026-06-02,REF54374,REF54374,CHQ6090,CHQ6090,Duplicate
Salary Payment,Salary Payment,24408,-24408,2026-06-01,2026-06-01,REF68546,REF68546,CHQ3291,CHQ3291,Reversal Entry
Professional Fees,Unknown Transaction,85893,257679,2026-06-05,2026-06-05,REF71445,REF71445,CHQ8246,CHQ8246,Suspicious
Fuel Expense,Fuel Expense,99998,99998,2026-06-21,2026-06-21,REF82035,REF82035,CHQ1755,CHQ1755,Duplicate
GST Payment,Unknown Transaction,17703,88515,2026-06-05,2026-06-05,REF99375,REF99375,CHQ4932,CHQ4932,Suspicious
Professional Fees,Professional Fees,88552,-88552,2026-06-08,2026-06-08,REF91835,REF91835,CHQ6912,CHQ6912,Reversal Entry
Office Rent,Not Available,82812,0,2026-06-12,2026-06-12,REF35666,NA,CHQ1494,NA,Missing Entry
Software Subscription,Software Subscription,84393,84393,2026-06-09,2026-06-09,REF58128,REF58128,CHQ4248,CHQ4248,Matched
Vendor Payment,Not Available,57232,0,2026-06-20,2026-06-20,REF78148,NA,CHQ3074,NA,Missing Entry
Software Subscription,Software Subscription,84127,84127,2026-06-24,2026-06-24,REF43427,REF43427,CHQ9169,CHQ9169,Matched
Customer Receipt,Unknown Transaction,9102,45510,2026-06-27,2026-06-27,REF51452,REF51452,CHQ1996,CHQ1996,Suspicious
Bank Charges,Not Available,70110,0,2026-06-18,2026-06-18,REF97186,NA,CHQ4361,NA,Missing Entry
Bank Charges,Not Available,77722,0,2026-06-17,2026-06-17,REF43924,NA,CHQ2252,NA,Missing Entry
Vendor Payment,Vendor Payment,21523,21523,2026-07-01,2026-07-04,REF35210,REF35210,CHQ3467,CHQ3467,Fuzzy Matched
Electricity Bill,Electricity Bill,21054,21064,2026-06-03,2026-06-05,REF45520,REF45520,CHQ9098,CHQ9098,Fuzzy Matched
Office Rent,Office Rent,78275,78275,2026-06-21,2026-06-21,REF42669,REF42669,CHQ2092,CHQ2092,Duplicate
GST Payment,Not Available,65343,0,2026-06-27,2026-06-27,REF79762,NA,CHQ8583,NA,Missing Entry
GST Payment,GST Payment,99752,-99752,2026-06-08,2026-06-08,REF72382,REF72382,CHQ3999,CHQ3999,Reversal Entry
Fuel Expense,Fuel Expense,94131,-94131,2026-06-11,2026-06-11,REF46662,REF46662,CHQ9928,CHQ9928,Reversal Entry
Electricity Bill,Electricity Bill,16217,16217,2026-06-28,2026-06-28,REF69598,REF69598,CHQ8167,CHQ8167,Duplicate
Office Rent,Office Rent,53764,53764,2026-07-01,2026-07-01,REF80030,REF80030,CHQ6736,CHQ6736,Duplicate
Customer Receipt,Customer Receipt,31050,31050,2026-06-18,2026-06-18,REF86454,REF86454,CHQ5867,CHQ5867,Duplicate
Software Subscription,Software Subscription,75973,-75973,2026-06-29,2026-06-29,REF68960,REF68960,CHQ1169,CHQ1169,Reversal Entry
Bank Charges,Bank Charges,7231,7223,2026-06-21,2026-06-23,REF80171,REF80171,CHQ4642,CHQ4642,Fuzzy Matched
Office Rent,Office Rent,14990,14990,2026-06-15,2026-06-15,REF63038,REF63038,CHQ8961,CHQ8961,Duplicate
Software Subscription,Software Subscription,90004,90002,2026-06-04,2026-06-06,REF19503,REF19503,CHQ3023,CHQ3023,Fuzzy Matched
Software Subscription,Software Subscription,36150,36159,2026-06-26,2026-06-28,REF62914,REF62914,CHQ4376,CHQ4376,Fuzzy Matched
Vendor Payment,Unknown Transaction,36214,144856,2026-06-29,2026-06-29,REF20545,REF20545,CHQ1367,CHQ1367,Suspicious
Salary Payment,Unknown Transaction,37829,151316,2026-06-13,2026-06-13,REF45849,REF45849,CHQ2430,CHQ2430,Suspicious
Software Subscription,Software Subscription,33286,33281,2026-06-03,2026-06-04,REF91905,REF91905,CHQ6156,CHQ6156,Fuzzy Matched
Bank Charges,Bank Charges,31690,31683,2026-06-20,2026-06-22,REF46913,REF46913,CHQ5999,CHQ5999,Fuzzy Matched
Software Subscription,Software Subscription,9946,9946,2026-07-01,2026-07-01,REF62736,REF62736,CHQ3167,CHQ3167,Matched
GST Payment,GST Payment,30964,30964,2026-06-16,2026-06-16,REF72392,REF72392,CHQ8373,CHQ8373,Duplicate
Office Rent,Office Rent,51775,51775,2026-06-02,2026-06-02,REF37589,REF37589,CHQ9220,CHQ9220,Matched
GST Payment,GST Payment,83568,83568,2026-06-13,2026-06-13,REF11262,REF11262,CHQ8350,CHQ8350,Duplicate
Professional Fees,Professional Fees,98273,98280,2026-06-28,2026-06-29,REF49008,REF49008,CHQ3991,CHQ3991,Fuzzy Matched
Software Subscription,Software Subscription,82530,82530,2026-06-29,2026-06-29,REF93948,REF93948,CHQ7948,CHQ7948,Matched
Customer Receipt,Customer Receipt,77595,77588,2026-06-25,2026-06-28,REF70365,REF70365,CHQ6812,CHQ6812,Fuzzy Matched
Professional Fees,Professional Fees,99349,99349,2026-06-11,2026-06-11,REF85586,REF85586,CHQ8221,CHQ8221,Matched
Customer Receipt,Unknown Transaction,17024,85120,2026-06-29,2026-06-29,REF84400,REF84400,CHQ6643,CHQ6643,Suspicious
Fuel Expense,Fuel Expense,28262,28262,2026-06-11,2026-06-11,REF13136,REF13136,CHQ9708,CHQ9708,Matched
GST Payment,Unknown Transaction,47561,142683,2026-06-10,2026-06-10,REF63492,REF63492,CHQ9038,CHQ9038,Suspicious
Salary Payment,Not Available,22733,0,2026-06-09,2026-06-09,REF44954,NA,CHQ6543,NA,Missing Entry
Customer Receipt,Customer Receipt,5112,5112,2026-06-22,2026-06-22,REF19255,REF19255,CHQ1326,CHQ1326,Matched
Software Subscription,Not Available,27971,0,2026-06-13,2026-06-13,REF45050,NA,CHQ5442,NA,Missing Entry
Electricity Bill,Electricity Bill,5128,5128,2026-06-19,2026-06-19,REF22924,REF22924,CHQ6752,CHQ6752,Matched
Software Subscription,Software Subscription,86222,-86222,2026-06-25,2026-06-25,REF95273,REF95273,CHQ3704,CHQ3704,Reversal Entry
Electricity Bill,Electricity Bill,89255,89257,2026-06-10,2026-06-13,REF19243,REF19243,CHQ2241,CHQ2241,Fuzzy Matched
Software Subscription,Unknown Transaction,54271,162813,2026-06-04,2026-06-04,REF20077,REF20077,CHQ9959,CHQ9959,Suspicious
Bank Charges,Bank Charges,93402,-93402,2026-06-08,2026-06-08,REF35425,REF35425,CHQ8842,CHQ8842,Reversal Entry
GST Payment,GST Payment,63634,63634,2026-06-23,2026-06-23,REF17131,REF17131,CHQ9751,CHQ9751,Matched
Bank Charges,Bank Charges,32620,32620,2026-06-21,2026-06-21,REF94789,REF94789,CHQ5532,CHQ5532,Matched
GST Payment,Not Available,94589,0,2026-06-07,2026-06-07,REF62953,NA,CHQ4409,NA,Missing Entry
Bank Charges,Bank Charges,67011,67016,2026-06-10,2026-06-13,REF92926,REF92926,CHQ8076,CHQ8076,Fuzzy Matched
Professional Fees,Professional Fees,35710,35710,2026-06-16,2026-06-16,REF27673,REF27673,CHQ4419,CHQ4419,Duplicate
Customer Receipt,Customer Receipt,92347,-92347,2026-06-28,2026-06-28,REF37215,REF37215,CHQ6537,CHQ6537,Reversal Entry
Electricity Bill,Electricity Bill,79137,-79137,2026-06-18,2026-06-18,REF76120,REF76120,CHQ5028,CHQ5028,Reversal Entry
Office Rent,Office Rent,76578,-76578,2026-06-06,2026-06-06,REF48328,REF48328,CHQ8489,CHQ8489,Reversal Entry
Salary Payment,Salary Payment,92719,92728,2026-06-21,2026-06-22,REF47207,REF47207,CHQ1450,CHQ1450,Fuzzy Matched
Vendor Payment,Not Available,42369,0,2026-06-22,2026-06-22,REF95153,NA,CHQ5544,NA,Missing Entry
Salary Payment,Salary Payment,54379,54379,2026-06-25,2026-06-25,REF85942,REF85942,CHQ9211,CHQ9211,Duplicate
Salary Payment,Salary Payment,47544,47539,2026-06-23,2026-06-26,REF29120,REF29120,CHQ9410,CHQ9410,Fuzzy Matched
Customer Receipt,Not Available,54766,0,2026-06-10,2026-06-10,REF80369,NA,CHQ5646,NA,Missing Entry
Vendor Payment,Vendor Payment,61655,-61655,2026-06-03,2026-06-03,REF14331,REF14331,CHQ1849,CHQ1849,Reversal Entry
Office Rent,Office Rent,1680,1670,2026-06-14,2026-06-17,REF55090,REF55090,CHQ4463,CHQ4463,Fuzzy Matched
GST Payment,GST Payment,8571,8569,2026-06-16,2026-06-18,REF47202,REF47202,CHQ5975,CHQ5975,Fuzzy Matched
Fuel Expense,Fuel Expense,66821,66821,2026-07-01,2026-07-01,REF39242,REF39242,CHQ6678,CHQ6678,Matched
Fuel Expense,Fuel Expense,88376,88376,2026-06-25,2026-06-25,REF40043,REF40043,CHQ2968,CHQ2968,Matched
Software Subscription,Software Subscription,81409,81409,2026-06-23,2026-06-23,REF24213,REF24213,CHQ3173,CHQ3173,Matched
Fuel Expense,Not Available,73306,0,2026-06-30,2026-06-30,REF92288,NA,CHQ5783,NA,Missing Entry
Fuel Expense,Fuel Expense,91779,91785,2026-07-01,2026-07-04,REF65859,REF65859,CHQ7675,CHQ7675,Fuzzy Matched
Bank Charges,Not Available,53546,0,2026-06-10,2026-06-10,REF69059,NA,CHQ3727,NA,Missing Entry
Software Subscription,Software Subscription,31006,31006,2026-06-27,2026-06-27,REF54386,REF54386,CHQ3222,CHQ3222,Matched
Fuel Expense,Not Available,99287,0,2026-06-29,2026-06-29,REF32980,NA,CHQ2986,NA,Missing Entry
Fuel Expense,Fuel Expense,99436,99442,2026-06-22,2026-06-25,REF70156,REF70156,CHQ3707,CHQ3707,Fuzzy Matched
Bank Charges,Bank Charges,94545,-94545,2026-06-03,2026-06-03,REF13510,REF13510,CHQ7790,CHQ7790,Reversal Entry
Vendor Payment,Vendor Payment,68453,68453,2026-06-13,2026-06-13,REF80878,REF80878,CHQ9392,CHQ9392,Duplicate
Software Subscription,Software Subscription,46063,46063,2026-06-29,2026-06-29,REF19487,REF19487,CHQ6385,CHQ6385,Duplicate
Electricity Bill,Electricity Bill,42263,-42263,2026-06-22,2026-06-22,REF38411,REF38411,CHQ3215,CHQ3215,Reversal Entry
Customer Receipt,Customer Receipt,33147,-33147,2026-06-15,2026-06-15,REF60308,REF60308,CHQ7773,CHQ7773,Reversal Entry
Vendor Payment,Vendor Payment,30043,30043,2026-06-13,2026-06-13,REF96093,REF96093,CHQ1898,CHQ1898,Duplicate
Vendor Payment,Vendor Payment,7885,-7885,2026-06-22,2026-06-22,REF26119,REF26119,CHQ3698,CHQ3698,Reversal Entry
Electricity Bill,Electricity Bill,70586,70586,2026-06-11,2026-06-11,REF23886,REF23886,CHQ8636,CHQ8636,Duplicate
GST Payment,Not Available,25544,0,2026-06-25,2026-06-25,REF88962,NA,CHQ3567,NA,Missing Entry
Professional Fees,Professional Fees,98232,98235,2026-06-19,2026-06-20,REF96712,REF96712,CHQ4135,CHQ4135,Fuzzy Matched
Software Subscription,Software Subscription,57132,57129,2026-06-26,2026-06-29,REF99915,REF99915,CHQ7282,CHQ7282,Fuzzy Matched
Vendor Payment,Vendor Payment,74477,74477,2026-06-01,2026-06-04,REF54824,REF54824,CHQ2778,CHQ2778,Fuzzy Matched
Customer Receipt,Customer Receipt,71179,71179,2026-06-29,2026-06-29,REF80636,REF80636,CHQ4077,CHQ4077,Matched
Customer Receipt,Customer Receipt,61891,61891,2026-06-26,2026-06-26,REF67867,REF67867,CHQ1852,CHQ1852,Duplicate
Professional Fees,Professional Fees,82697,82697,2026-06-09,2026-06-09,REF33687,REF33687,CHQ4142,CHQ4142,Duplicate
Customer Receipt,Not Available,80948,0,2026-06-15,2026-06-15,REF87359,NA,CHQ8889,NA,Missing Entry
Fuel Expense,Fuel Expense,82290,-82290,2026-07-01,2026-07-01,REF45500,REF45500,CHQ1864,CHQ1864,Reversal Entry
Office Rent,Office Rent,64199,64199,2026-06-15,2026-06-15,REF22707,REF22707,CHQ4323,CHQ4323,Duplicate
Office Rent,Office Rent,60482,-60482,2026-06-14,2026-06-14,REF11993,REF11993,CHQ2588,CHQ2588,Reversal Entry
GST Payment,Unknown Transaction,52407,104814,2026-06-18,2026-06-18,REF13611,REF13611,CHQ8111,CHQ8111,Suspicious
Vendor Payment,Vendor Payment,36309,36305,2026-06-03,2026-06-06,REF78940,REF78940,CHQ6102,CHQ6102,Fuzzy Matched
Salary Payment,Salary Payment,66280,-66280,2026-06-30,2026-06-30,REF18543,REF18543,CHQ2506,CHQ2506,Reversal Entry
Office Rent,Office Rent,13089,13089,2026-06-12,2026-06-13,REF69342,REF69342,CHQ9988,CHQ9988,Fuzzy Matched
Electricity Bill,Electricity Bill,85402,85402,2026-06-13,2026-06-13,REF44088,REF44088,CHQ5443,CHQ5443,Matched
Salary Payment,Salary Payment,91841,91841,2026-06-06,2026-06-06,REF18533,REF18533,CHQ2689,CHQ2689,Duplicate
Office Rent,Unknown Transaction,59696,238784,2026-06-21,2026-06-21,REF31073,REF31073,CHQ1282,CHQ1282,Suspicious
Fuel Expense,Fuel Expense,30469,-30469,2026-06-19,2026-06-19,REF77198,REF77198,CHQ5292,CHQ5292,Reversal Entry
Fuel Expense,Unknown Transaction,26235,78705,2026-06-05,2026-06-05,REF59916,REF59916,CHQ1369,CHQ1369,Suspicious
GST Payment,GST Payment,47851,47851,2026-06-26,2026-06-26,REF18346,REF18346,CHQ6503,CHQ6503,Matched
GST Payment,Not Available,92534,0,2026-06-17,2026-06-17,REF55009,NA,CHQ5261,NA,Missing Entry
Professional Fees,Unknown Transaction,97004,388016,2026-06-30,2026-06-30,REF79849,REF79849,CHQ8364,CHQ8364,Suspicious
Bank Charges,Bank Charges,66547,66547,2026-06-04,2026-06-04,REF92947,REF92947,CHQ1227,CHQ1227,Matched
Software Subscription,Software Subscription,43879,43879,2026-06-29,2026-06-29,REF11696,REF11696,CHQ6277,CHQ6277,Matched
Vendor Payment,Vendor Payment,53275,53275,2026-06-30,2026-07-02,REF83172,REF83172,CHQ7776,CHQ7776,Fuzzy Matched
Office Rent,Office Rent,82228,-82228,2026-07-01,2026-07-01,REF74545,REF74545,CHQ4031,CHQ4031,Reversal Entry
Electricity Bill,Unknown Transaction,40764,122292,2026-06-21,2026-06-21,REF79024,REF79024,CHQ9200,CHQ9200,Suspicious
Electricity Bill,Electricity Bill,78140,78133,2026-06-14,2026-06-15,REF46798,REF46798,CHQ8922,CHQ8922,Fuzzy Matched
Software Subscription,Not Available,98755,0,2026-06-24,2026-06-24,REF40643,NA,CHQ1313,NA,Missing Entry
Bank Charges,Not Available,59979,0,2026-06-07,2026-06-07,REF57422,NA,CHQ4225,NA,Missing Entry
Vendor Payment,Not Available,83843,0,2026-06-27,2026-06-27,REF68037,NA,CHQ7690,NA,Missing Entry
Fuel Expense,Fuel Expense,1154,-1154,2026-06-08,2026-06-08,REF51307,REF51307,CHQ3749,CHQ3749,Reversal Entry
Electricity Bill,Not Available,65083,0,2026-06-07,2026-06-07,REF90985,NA,CHQ1646,NA,Missing Entry
Customer Receipt,Customer Receipt,79506,79514,2026-06-17,2026-06-18,REF77486,REF77486,CHQ4992,CHQ4992,Fuzzy Matched
Electricity Bill,Electricity Bill,75516,75516,2026-06-10,2026-06-10,REF84307,REF84307,CHQ8691,CHQ8691,Matched
Vendor Payment,Not Available,14950,0,2026-06-09,2026-06-09,REF85567,NA,CHQ8664,NA,Missing Entry
Software Subscription,Software Subscription,59108,-59108,2026-06-30,2026-06-30,REF65106,REF65106,CHQ5295,CHQ5295,Reversal Entry
Electricity Bill,Electricity Bill,35872,35872,2026-06-24,2026-06-24,REF95099,REF95099,CHQ9985,CHQ9985,Duplicate
Software Subscription,Software Subscription,52424,52424,2026-06-04,2026-06-04,REF88447,REF88447,CHQ6820,CHQ6820,Duplicate
Electricity Bill,Electricity Bill,51640,51640,2026-06-03,2026-06-03,REF12612,REF12612,CHQ4900,CHQ4900,Duplicate
Electricity Bill,Electricity Bill,44505,-44505,2026-06-27,2026-06-27,REF18586,REF18586,CHQ4714,CHQ4714,Reversal Entry
Electricity Bill,Electricity Bill,12253,12253,2026-06-27,2026-06-30,REF10794,REF10794,CHQ6738,CHQ6738,Fuzzy Matched
Fuel Expense,Unknown Transaction,27498,109992,2026-06-10,2026-06-10,REF45419,REF45419,CHQ6303,CHQ6303,Suspicious
GST Payment,GST Payment,89941,89941,2026-06-04,2026-06-04,REF72738,REF72738,CHQ9779,CHQ9779,Matched
Professional Fees,Professional Fees,18530,18521,2026-06-08,2026-06-10,REF21261,REF21261,CHQ8803,CHQ8803,Fuzzy Matched
Fuel Expense,Fuel Expense,7334,-7334,2026-06-08,2026-06-08,REF23735,REF23735,CHQ3889,CHQ3889,Reversal Entry
Professional Fees,Professional Fees,26437,26437,2026-06-28,2026-06-28,REF41365,REF41365,CHQ5853,CHQ5853,Duplicate
Vendor Payment,Unknown Transaction,20865,104325,2026-06-05,2026-06-05,REF20467,REF20467,CHQ9181,CHQ9181,Suspicious
Electricity Bill,Electricity Bill,44033,-44033,2026-06-08,2026-06-08,REF79114,REF79114,CHQ2075,CHQ2075,Reversal Entry
Bank Charges,Bank Charges,59230,59233,2026-06-27,2026-06-30,REF90566,REF90566,CHQ2342,CHQ2342,Fuzzy Matched
GST Payment,GST Payment,49351,49361,2026-06-10,2026-06-12,REF60982,REF60982,CHQ1548,CHQ1548,Fuzzy Matched
Software Subscription,Unknown Transaction,16196,48588,2026-06-12,2026-06-12,REF91846,REF91846,CHQ9485,CHQ9485,Suspicious
Electricity Bill,Electricity Bill,51338,51338,2026-07-01,2026-07-01,REF76637,REF76637,CHQ4479,CHQ4479,Matched
Vendor Payment,Vendor Payment,14035,14035,2026-07-01,2026-07-01,REF54741,REF54741,CHQ5365,CHQ5365,Duplicate
Professional Fees,Not Available,23502,0,2026-06-04,2026-06-04,REF21648,NA,CHQ5777,NA,Missing Entry
Professional Fees,Professional Fees,57524,57524,2026-07-01,2026-07-01,REF18095,REF18095,CHQ8032,CHQ8032,Duplicate
GST Payment,Unknown Transaction,42394,211970,2026-06-30,2026-06-30,REF47887,REF47887,CHQ6814,CHQ6814,Suspicious
Professional Fees,Not Available,35332,0,2026-06-21,2026-06-21,REF50743,NA,CHQ2433,NA,Missing Entry
Professional Fees,Professional Fees,20618,20618,2026-06-09,2026-06-09,REF32837,REF32837,CHQ7324,CHQ7324,Duplicate
Vendor Payment,Not Available,28647,0,2026-06-15,2026-06-15,REF60795,NA,CHQ1686,NA,Missing Entry
Software Subscription,Unknown Transaction,86948,434740,2026-06-28,2026-06-28,REF25410,REF25410,CHQ1343,CHQ1343,Suspicious
Software Subscription,Software Subscription,34130,34130,2026-06-11,2026-06-11,REF21983,REF21983,CHQ9397,CHQ9397,Duplicate
Customer Receipt,Not Available,21319,0,2026-06-05,2026-06-05,REF92171,NA,CHQ4173,NA,Missing Entry
Office Rent,Unknown Transaction,88063,440315,2026-06-26,2026-06-26,REF54408,REF54408,CHQ6261,CHQ6261,Suspicious
Electricity Bill,Electricity Bill,89334,89334,2026-06-09,2026-06-09,REF63657,REF63657,CHQ8180,CHQ8180,Matched
Bank Charges,Not Available,89320,0,2026-06-30,2026-06-30,REF32896,NA,CHQ6578,NA,Missing Entry
GST Payment,GST Payment,18397,18397,2026-06-23,2026-06-23,REF55891,REF55891,CHQ9407,CHQ9407,Matched
Software Subscription,Unknown Transaction,15290,76450,2026-06-11,2026-06-11,REF85358,REF85358,CHQ4298,CHQ4298,Suspicious
Customer Receipt,Customer Receipt,4254,-4254,2026-06-10,2026-06-10,REF70186,REF70186,CHQ2598,CHQ2598,Reversal Entry
