Book_Description,Bank_Description,Book_Amount,Bank_Amount,Book_Date,Bank_Date,Book_Reference,Bank_Reference,Book_Cheque,Bank_Cheque,Status
Office Rent,Rent Transfer,351900,351900,2026-03-08,2026-03-08,REF823320,REF823320,CHQ3929,CHQ3929,Matched
Electricity Bill,Electricity Payment,76646,76646,2026-01-11,2026-01-11,REF605517,REF605517,NA,NA,Matched
Fuel Expense,Fuel Card Payment,444277,444277,2026-06-07,2026-06-07,REF169858,REF169858,NA,NA,Matched
Salary Payment,NEFT Salary Transfer,288077,288077,2026-02-18,2026-02-18,REF597170,REF597170,NA,NA,Matched
Internet Expense,Internet Payment,283698,283698,2026-02-04,2026-02-04,REF301493,REF301493,CHQ8977,CHQ8977,Matched
Software Subscription,Software Auto Debit,372839,372839,2026-06-03,2026-06-03,REF735811,REF735811,CHQ2240,CHQ2240,Matched
Software Subscription,Software Auto Debit,151792,151792,2026-01-23,2026-01-23,REF356468,REF356468,NA,NA,Matched
Electricity Bill,Electricity Payment,415117,415117,2026-03-26,2026-03-26,REF559209,REF559209,CHQ6471,CHQ6471,Matched
Internet Expense,Internet Payment,463139,463139,2026-01-04,2026-01-13,REF566367,REF566367,NA,NA,Date Difference
Bank Charges,Bank Service Charge,468276,468276,2026-01-10,2026-01-10,REF839727,REF839727,CHQ1825,CHQ1825,Matched
Salary Payment,NEFT Salary Transfer,430985,430985,2026-03-26,2026-04-08,REF945364,REF945364,CHQ7548,CHQ7548,Date Difference
Advertising Expense,Marketing Expense,130845,130845,2026-05-06,2026-05-06,REF651476,REF651476,NA,NA,Probable Match
Electricity Bill,Electricity Payment,96595,96595,2026-06-09,2026-06-09,REF708781,REF708781,CHQ7765,CHQ7765,Matched
Fuel Expense,Fuel Card Payment,115720,115720,2026-01-25,2026-01-25,REF840798,REF840798,NA,NA,Matched
GST Payment,GST Challan,174897,174897,2026-03-31,2026-03-31,REF597161,REF597161,NA,NA,Matched
Vendor Payment,Vendor Transfer,231724,231724,2026-06-05,2026-06-05,REF357886,REF357886,CHQ3794,CHQ3794,Matched
Bank Charges,Bank Service Charge,382735,382735,2026-05-30,2026-05-30,REF341900,REF341900,CHQ2634,CHQ2634,Matched
Electricity Bill,Electricity Payment,367618,367618,2026-06-23,2026-06-23,REF717027,REF717027,CHQ9507,CHQ9507,Matched
Bank Charges,Bank Service Charge,168348,168348,2026-02-07,2026-02-07,REF407615,REF407615,CHQ8153,CHQ8153,Matched
Internet Expense,Internet Payment,257517,257517,2026-01-10,2026-01-10,REF567862,REF567862,CHQ5950,CHQ5950,Matched
Professional Fees,Consultancy Payment,158130,158130,2026-01-14,2026-01-14,REF781613,REF781613,NA,NA,Matched
Customer Receipt,Customer Credit,368513,368513,2026-01-05,2026-01-05,REF864351,REF864351,NA,NA,Matched
Customer Receipt,Customer Credit,495505,495505,2026-03-21,2026-03-21,REF271521,REF271521,CHQ8844,CHQ8844,Matched
Fuel Expense,Fuel Card Payment,306241,306241,2026-03-07,2026-03-07,REF554895,REF554895,NA,NA,Matched
Travel Expense,Travel Reimbursement,242319,242319,2026-06-26,2026-06-26,REF472370,REF472370,CHQ5698,CHQ5698,Matched
Insurance Premium,Insurance Debit,231239,231239,2026-01-23,2026-01-23,REF903714,REF903714,NA,NA,Matched
Customer Receipt,Customer Credit,481368,481368,2026-02-11,2026-02-11,REF658521,REF658521,CHQ4907,CHQ4907,Matched
GST Payment,GST Challan,269365,269365,2026-02-08,2026-02-08,REF673320,REF673320,CHQ6204,CHQ6204,Matched
Advertising Expense,Marketing Expense,174831,174831,2026-04-15,2026-04-15,REF594270,REF594270,CHQ2801,CHQ2801,Matched
Vendor Payment,Vendor Transfer,480165,480165,2026-03-29,2026-03-29,REF302606,REF302606,CHQ1116,CHQ1116,Matched
Customer Receipt,Customer Credit,31258,31258,2026-05-31,2026-05-31,REF375148,REF375148,CHQ7145,CHQ7145,Probable Match
Software Subscription,Software Auto Debit,375969,375969,2026-01-15,2026-01-15,REF941003,REF949700,NA,NA,Reference Mismatch
Insurance Premium,Insurance Debit,74626,74626,2026-06-06,2026-06-06,REF326033,REF990789,NA,NA,Reference Mismatch
Office Rent,Rent Transfer,286482,286482,2026-01-03,2026-01-03,REF141444,REF141444,CHQ9766,CHQ9766,Matched
Travel Expense,Travel Reimbursement,58226,58226,2026-03-20,2026-03-20,REF205055,REF205055,CHQ9330,CHQ9330,Matched
Loan EMI,EMI Debit,104187,104187,2026-03-17,2026-03-17,REF954097,REF954097,NA,NA,Matched
Loan EMI,EMI Debit,449055,449055,2026-02-23,2026-02-23,REF956693,REF956693,NA,NA,Matched
Electricity Bill,Electricity Payment,94438,94438,2026-05-05,2026-05-05,REF842036,REF842036,CHQ9335,CHQ9335,Matched
Fuel Expense,Fuel Card Payment,76728,76728,2026-06-24,2026-06-24,REF822835,REF822835,CHQ6995,CHQ6995,Matched
Insurance Premium,Insurance Debit,228203,228203,2026-05-09,2026-05-27,REF680406,REF680406,CHQ1602,CHQ1602,Date Difference
Advertising Expense,Marketing Expense,410413,410413,2026-04-26,2026-04-26,REF132869,REF132869,CHQ9141,CHQ9141,Matched
Loan EMI,EMI Debit,219469,219469,2026-05-20,2026-05-20,REF205051,REF333990,NA,NA,Reference Mismatch
Electricity Bill,Electricity Payment,277410,277410,2026-01-27,2026-01-27,REF662142,REF662142,NA,NA,Matched
Loan EMI,EMI Debit,168188,168188,2026-05-15,2026-05-15,REF533699,REF533699,NA,NA,Matched
Fuel Expense,Fuel Card Payment,100836,100836,2026-05-04,2026-05-04,REF926376,REF926376,CHQ5251,CHQ5251,Matched
Insurance Premium,Insurance Debit,399194,399194,2026-06-29,2026-06-29,REF867053,REF867053,NA,NA,Matched
Office Rent,Rent Transfer,21409,21409,2026-06-14,2026-06-14,REF816659,REF816659,NA,NA,Unmatched
Travel Expense,Travel Reimbursement,413725,413725,2026-06-25,2026-06-25,REF969993,REF969993,CHQ6082,CHQ6082,Matched
Bank Charges,Bank Service Charge,212747,212747,2026-03-16,2026-03-16,REF258064,REF258064,NA,NA,Probable Match
GST Payment,GST Challan,61855,61855,2026-05-23,2026-05-23,REF894369,REF894369,NA,NA,Probable Match
Electricity Bill,Electricity Payment,419496,419496,2026-02-20,2026-02-20,REF890565,REF890565,CHQ8494,CHQ8494,Matched
Vendor Payment,Vendor Transfer,1712,1712,2026-01-03,2026-01-03,REF928972,REF928972,CHQ4919,CHQ4919,Matched
Insurance Premium,Insurance Debit,131329,131329,2026-03-16,2026-03-26,REF187637,REF187637,CHQ9643,CHQ9643,Date Difference
Software Subscription,Software Auto Debit,97675,97675,2026-01-15,2026-01-15,REF672263,REF672263,NA,NA,Matched
Office Rent,Rent Transfer,307937,307937,2026-03-08,2026-03-08,REF934206,REF934206,CHQ1903,CHQ1903,Probable Match
Vendor Payment,Vendor Transfer,156017,156017,2026-02-13,2026-02-13,REF692822,REF692822,NA,NA,Matched
Vendor Payment,Vendor Transfer,190767,190767,2026-02-21,2026-02-21,REF172564,REF172564,NA,NA,Matched
Loan EMI,EMI Debit,439362,439362,2026-04-08,2026-04-08,REF944560,REF944560,CHQ2534,CHQ2534,Matched
Fuel Expense,Fuel Card Payment,115370,115370,2026-01-20,2026-01-20,REF518419,REF518419,CHQ7251,CHQ7251,Matched
Vendor Payment,Vendor Transfer,92374,92374,2026-06-08,2026-06-08,REF864804,REF864804,NA,NA,Matched
Office Rent,Rent Transfer,90987,90987,2026-06-14,2026-06-14,REF581021,REF581021,CHQ3525,CHQ3525,Unmatched
Salary Payment,NEFT Salary Transfer,84411,84411,2026-02-02,2026-02-02,REF965829,REF965829,CHQ5724,CHQ5724,Matched
Professional Fees,Consultancy Payment,335910,335910,2026-06-19,2026-06-19,REF657347,REF657347,CHQ7771,CHQ1014,Cheque Mismatch
Internet Expense,Internet Payment,154916,154916,2026-04-08,2026-04-08,REF648380,REF648380,CHQ3120,CHQ3120,Matched
Internet Expense,Internet Payment,50493,51761,2026-04-15,2026-04-15,REF468023,REF468023,NA,NA,Amount Mismatch
Electricity Bill,Electricity Payment,239639,239639,2026-03-20,2026-03-20,REF979826,REF979826,NA,NA,Probable Match
Internet Expense,Internet Payment,211444,211444,2026-02-22,2026-02-22,REF602831,REF602831,CHQ2992,CHQ2992,Matched
Travel Expense,Travel Reimbursement,84781,84781,2026-01-06,2026-01-15,REF792487,REF792487,NA,NA,Date Difference
Bank Charges,Bank Service Charge,331496,331496,2026-06-26,2026-06-26,REF774499,REF774499,CHQ3569,CHQ3569,Matched
Insurance Premium,Insurance Debit,251435,251435,2026-04-03,2026-04-03,REF200564,REF200564,NA,NA,Probable Match
Software Subscription,Software Auto Debit,398576,398576,2026-01-24,2026-01-24,REF613927,REF613927,CHQ4208,CHQ4208,Matched
Advertising Expense,Marketing Expense,498270,498270,2026-06-04,2026-06-04,REF581094,REF581094,NA,NA,Unmatched
Office Rent,Rent Transfer,354613,354613,2026-02-02,2026-02-02,REF189894,REF189894,NA,NA,Matched
Insurance Premium,Insurance Debit,338086,338086,2026-03-05,2026-03-05,REF952010,REF952010,CHQ7078,CHQ7078,Matched
Electricity Bill,Electricity Payment,248491,248491,2026-02-05,2026-02-05,REF419237,REF419237,CHQ8672,CHQ8672,Matched
Travel Expense,Travel Reimbursement,334624,334624,2026-02-17,2026-02-17,REF953805,REF953805,CHQ3377,CHQ3377,Matched
Software Subscription,Software Auto Debit,303584,307571,2026-06-18,2026-06-18,REF632116,REF632116,NA,NA,Amount Mismatch
Software Subscription,Software Auto Debit,380212,380212,2026-05-23,2026-05-23,REF450338,REF450338,CHQ9409,CHQ9409,Matched
Software Subscription,Software Auto Debit,113182,113182,2026-03-14,2026-03-14,REF820216,REF820216,CHQ6743,CHQ6743,Matched
Fuel Expense,Fuel Card Payment,186463,186463,2026-02-17,2026-02-17,REF559538,REF559538,CHQ4475,CHQ2606,Cheque Mismatch
Professional Fees,Consultancy Payment,152838,152838,2026-01-17,2026-01-17,REF604191,REF604191,NA,NA,Matched
GST Payment,GST Challan,248483,248483,2026-06-22,2026-06-22,REF520634,REF520634,NA,CHQ4539,Cheque Mismatch
Electricity Bill,Electricity Payment,231293,232817,2026-03-05,2026-03-05,REF970365,REF970365,CHQ6207,CHQ6207,Amount Mismatch
Software Subscription,Software Auto Debit,484138,484138,2026-01-02,2026-01-02,REF581946,REF581946,NA,NA,Matched
Software Subscription,Software Auto Debit,403920,403920,2026-04-01,2026-04-01,REF316573,REF316573,NA,NA,Probable Match
Fuel Expense,Fuel Card Payment,376675,376675,2026-03-16,2026-03-16,REF636841,REF636841,NA,NA,Matched
Electricity Bill,Electricity Payment,128898,128898,2026-06-07,2026-06-07,REF742376,REF742376,CHQ3725,CHQ3725,Matched
GST Payment,GST Challan,480923,480923,2026-06-28,2026-06-28,REF445274,REF445274,NA,NA,Matched
Internet Expense,Internet Payment,54068,54068,2026-01-22,2026-01-22,REF706569,REF706569,CHQ1304,CHQ1304,Unmatched
Customer Receipt,Customer Credit,480672,480672,2026-02-11,2026-02-11,REF316753,REF316753,CHQ1723,CHQ1723,Matched
Electricity Bill,Electricity Payment,277805,277805,2026-04-11,2026-04-11,REF292327,REF292327,CHQ4838,CHQ4838,Matched
Internet Expense,Internet Payment,272213,272213,2026-02-01,2026-02-01,REF141289,REF141289,NA,NA,Probable Match
Bank Charges,Bank Service Charge,100265,100265,2026-01-18,2026-01-18,REF266503,REF266503,CHQ4023,CHQ4023,Matched
Office Rent,Rent Transfer,319434,319434,2026-02-28,2026-02-28,REF847120,REF847120,CHQ8705,CHQ8705,Matched
Advertising Expense,Marketing Expense,191823,191823,2026-05-03,2026-05-03,REF172369,REF279198,NA,NA,Reference Mismatch
Travel Expense,Travel Reimbursement,26028,26028,2026-04-07,2026-04-07,REF488222,REF488222,NA,NA,Matched
Professional Fees,Consultancy Payment,252166,252166,2026-06-21,2026-06-21,REF418868,REF418868,NA,NA,Matched
Advertising Expense,Marketing Expense,339593,339593,2026-02-06,2026-02-06,REF279574,REF279574,CHQ9368,CHQ9368,Matched
Internet Expense,Internet Payment,172077,172077,2026-04-30,2026-04-30,REF936026,REF936026,CHQ4781,CHQ4781,Matched
Fuel Expense,Fuel Card Payment,198775,198775,2026-03-29,2026-03-29,REF680731,REF975757,CHQ9470,CHQ9470,Reference Mismatch
Office Rent,Rent Transfer,490850,490850,2026-04-02,2026-04-02,REF630496,REF630496,NA,NA,Probable Match
Professional Fees,Consultancy Payment,186106,186106,2026-02-14,2026-02-14,REF313284,REF313284,NA,NA,Probable Match
Professional Fees,Consultancy Payment,398301,399206,2026-05-28,2026-05-28,REF968767,REF968767,CHQ1189,CHQ1189,Amount Mismatch
Software Subscription,Software Auto Debit,62627,62627,2026-03-22,2026-03-22,REF160024,REF160024,NA,NA,Matched
Vendor Payment,Vendor Transfer,463430,463430,2026-05-08,2026-05-08,REF525157,REF525157,CHQ6464,CHQ6464,Matched
Insurance Premium,Insurance Debit,310780,310780,2026-02-20,2026-02-20,REF938064,REF938064,NA,NA,Matched
Vendor Payment,Vendor Transfer,344481,344481,2026-03-05,2026-03-05,REF283092,REF283092,CHQ4027,CHQ4027,Matched
Vendor Payment,Vendor Transfer,385791,385791,2026-01-19,2026-01-19,REF404679,REF404679,NA,NA,Matched
Professional Fees,Consultancy Payment,232947,232947,2026-02-01,2026-02-01,REF325444,REF325444,CHQ2405,CHQ2405,Matched
Professional Fees,Consultancy Payment,244897,244897,2026-01-23,2026-01-23,REF194855,REF194855,CHQ4167,CHQ4167,Matched
Fuel Expense,Fuel Card Payment,463494,463494,2026-02-05,2026-02-05,REF334410,REF334410,NA,CHQ7766,Cheque Mismatch
Customer Receipt,Customer Credit,124043,124043,2026-02-01,2026-02-01,REF952972,REF952972,CHQ9937,CHQ9937,Matched
Vendor Payment,Vendor Transfer,238078,238078,2026-05-01,2026-05-01,REF795447,REF795447,NA,NA,Matched
Fuel Expense,Fuel Card Payment,78099,78099,2026-02-26,2026-02-26,REF748931,REF748931,CHQ1896,CHQ1896,Matched
Office Rent,Rent Transfer,85385,85385,2026-05-28,2026-05-28,REF464666,REF464666,CHQ7664,CHQ7664,Matched
GST Payment,GST Challan,13179,13179,2026-03-08,2026-03-08,REF706901,REF706901,NA,NA,Matched
Vendor Payment,Vendor Transfer,187377,187377,2026-02-27,2026-02-27,REF688516,REF648681,NA,NA,Reference Mismatch
Customer Receipt,Customer Credit,66786,66786,2026-01-23,2026-01-23,REF978122,REF978122,CHQ5635,CHQ4412,Cheque Mismatch
Bank Charges,Bank Service Charge,208540,208540,2026-02-07,2026-02-07,REF441127,REF900968,NA,NA,Reference Mismatch
Electricity Bill,Electricity Payment,477882,477882,2026-05-10,2026-05-19,REF918022,REF918022,NA,NA,Date Difference
Fuel Expense,Fuel Card Payment,471235,471235,2026-05-19,2026-05-19,REF392811,REF392811,CHQ5290,CHQ5290,Matched
Vendor Payment,Vendor Transfer,320764,320764,2026-04-01,2026-04-01,REF721907,REF721907,NA,NA,Matched
Travel Expense,Travel Reimbursement,244859,244859,2026-05-28,2026-05-28,REF105623,REF105623,NA,NA,Matched
Travel Expense,Travel Reimbursement,379630,379630,2026-05-08,2026-05-08,REF401113,REF401113,CHQ8137,CHQ7033,Cheque Mismatch
Software Subscription,Software Auto Debit,159524,159524,2026-03-29,2026-04-16,REF682289,REF682289,NA,NA,Date Difference
Salary Payment,NEFT Salary Transfer,448302,448302,2026-03-16,2026-03-16,REF311112,REF311112,NA,NA,Matched
Fuel Expense,Fuel Card Payment,466482,466482,2026-03-14,2026-03-14,REF283015,REF283015,CHQ9532,CHQ9532,Matched
Office Rent,Rent Transfer,399581,399581,2026-03-15,2026-03-15,REF896419,REF896419,CHQ9096,CHQ9096,Matched
Customer Receipt,Customer Credit,473174,473174,2026-06-16,2026-06-16,REF701177,REF701177,CHQ2040,CHQ2040,Matched
Travel Expense,Travel Reimbursement,131345,131345,2026-06-09,2026-06-09,REF437191,REF437191,CHQ1576,CHQ1576,Matched
Software Subscription,Software Auto Debit,159960,159960,2026-02-08,2026-02-08,REF361038,REF361038,CHQ9326,CHQ9326,Matched
Travel Expense,Travel Reimbursement,466624,466624,2026-06-09,2026-06-09,REF533682,REF503186,NA,NA,Reference Mismatch
Electricity Bill,Electricity Payment,239997,239997,2026-01-06,2026-01-06,REF818686,REF818686,CHQ5606,CHQ5606,Matched
Loan EMI,EMI Debit,73746,73746,2026-05-01,2026-05-01,REF899529,REF899529,CHQ3913,CHQ3913,Matched
Office Rent,Rent Transfer,162336,162336,2026-02-18,2026-02-18,REF309647,REF309647,CHQ3024,CHQ3024,Matched
GST Payment,GST Challan,147038,147038,2026-01-28,2026-01-28,REF742389,REF742389,CHQ1765,CHQ1765,Matched
Professional Fees,Consultancy Payment,321700,321700,2026-05-06,2026-05-06,REF672375,REF672375,CHQ1066,CHQ1066,Probable Match
Professional Fees,Consultancy Payment,330941,330941,2026-04-13,2026-04-13,REF766789,REF766789,CHQ8058,CHQ8058,Matched
Vendor Payment,Vendor Transfer,355974,355974,2026-05-21,2026-05-21,REF553374,REF553374,NA,NA,Matched
Electricity Bill,Electricity Payment,129526,129526,2026-06-15,2026-06-15,REF928709,REF928709,CHQ7819,CHQ7819,Matched
Advertising Expense,Marketing Expense,21077,21077,2026-04-21,2026-04-21,REF312371,REF312371,NA,NA,Matched
Loan EMI,EMI Debit,385263,385263,2026-04-29,2026-04-29,REF469331,REF469331,NA,NA,Matched
Software Subscription,Software Auto Debit,114492,114492,2026-04-26,2026-04-26,REF271622,REF271622,NA,NA,Matched
Internet Expense,Internet Payment,495882,495882,2026-06-16,2026-07-04,REF937499,REF937499,CHQ6423,CHQ6423,Date Difference
Software Subscription,Software Auto Debit,34496,34496,2026-02-08,2026-02-08,REF926210,REF926210,CHQ6662,CHQ6662,Matched
GST Payment,GST Challan,228342,228342,2026-02-23,2026-02-23,REF448742,REF448742,CHQ1851,CHQ1851,Matched
Software Subscription,Software Auto Debit,325141,325141,2026-02-26,2026-03-04,REF224978,REF224978,NA,NA,Date Difference
Salary Payment,NEFT Salary Transfer,450258,450258,2026-01-18,2026-01-18,REF982890,REF982890,NA,NA,Matched
Customer Receipt,Customer Credit,45217,45217,2026-06-25,2026-06-25,REF651670,REF651670,NA,NA,Matched
Advertising Expense,Marketing Expense,17122,17122,2026-02-15,2026-02-15,REF368043,REF368043,NA,CHQ6366,Cheque Mismatch
Electricity Bill,Electricity Payment,145875,145875,2026-05-15,2026-06-03,REF582050,REF582050,CHQ6409,CHQ6409,Date Difference
Office Rent,Rent Transfer,12269,12269,2026-04-08,2026-04-08,REF863467,REF863467,NA,NA,Matched
Office Rent,Rent Transfer,481481,481481,2026-04-09,2026-04-09,REF196515,REF196515,NA,NA,Matched
Electricity Bill,Electricity Payment,24465,24465,2026-05-23,2026-05-23,REF511021,REF511021,CHQ2380,CHQ2380,Probable Match
Fuel Expense,Fuel Card Payment,404910,404910,2026-01-04,2026-01-04,REF189056,REF317835,NA,NA,Reference Mismatch
Customer Receipt,Customer Credit,416898,416898,2026-05-05,2026-05-05,REF109591,REF109591,CHQ8262,CHQ8262,Matched
Salary Payment,NEFT Salary Transfer,475334,475334,2026-06-06,2026-06-06,REF871481,REF871481,CHQ2082,CHQ2082,Matched
Software Subscription,Software Auto Debit,467546,467546,2026-05-03,2026-05-03,REF268597,REF268597,NA,NA,Matched
Bank Charges,Bank Service Charge,84333,84333,2026-04-26,2026-04-26,REF500340,REF500340,NA,NA,Matched
Internet Expense,Internet Payment,201382,201382,2026-01-10,2026-01-10,REF675704,REF675704,CHQ6649,CHQ6649,Matched
GST Payment,GST Challan,321203,321203,2026-03-12,2026-03-12,REF845184,REF436880,NA,NA,Reference Mismatch
Loan EMI,EMI Debit,314239,317054,2026-05-31,2026-05-31,REF363171,REF363171,NA,NA,Amount Mismatch
Customer Receipt,Customer Credit,250979,250979,2026-03-31,2026-04-09,REF830201,REF830201,CHQ5785,CHQ5785,Date Difference
Travel Expense,Travel Reimbursement,207092,207092,2026-06-13,2026-06-13,REF783959,REF783959,NA,NA,Matched
Bank Charges,Bank Service Charge,383390,383390,2026-01-25,2026-01-25,REF943908,REF943908,NA,NA,Probable Match
Customer Receipt,Customer Credit,259559,259559,2026-04-13,2026-04-13,REF803959,REF803959,CHQ6207,CHQ6207,Matched
Internet Expense,Internet Payment,433272,433272,2026-04-27,2026-05-15,REF185937,REF185937,CHQ6697,CHQ6697,Date Difference
Professional Fees,Consultancy Payment,228384,228384,2026-04-18,2026-04-18,REF929570,REF929570,CHQ4648,CHQ4648,Matched
Internet Expense,Internet Payment,184728,184728,2026-03-28,2026-03-28,REF406652,REF406652,NA,NA,Matched
Fuel Expense,Fuel Card Payment,108477,108477,2026-01-31,2026-01-31,REF312728,REF312728,NA,NA,Matched
Customer Receipt,Customer Credit,158034,158034,2026-05-04,2026-05-04,REF922895,REF922895,CHQ8466,CHQ8466,Probable Match
Loan EMI,EMI Debit,221507,221507,2026-06-10,2026-06-24,REF591072,REF591072,NA,NA,Date Difference
Insurance Premium,Insurance Debit,141120,141120,2026-01-08,2026-01-08,REF970514,REF970514,NA,NA,Matched
Office Rent,Rent Transfer,85798,85798,2026-06-30,2026-06-30,REF380639,REF380639,CHQ3432,CHQ3432,Matched
Internet Expense,Internet Payment,465747,465747,2026-05-09,2026-05-15,REF758614,REF758614,CHQ5171,CHQ5171,Date Difference
GST Payment,GST Challan,449509,449509,2026-02-22,2026-02-22,REF999506,REF999506,NA,NA,Matched
Loan EMI,EMI Debit,343889,343889,2026-03-17,2026-03-17,REF638061,REF638061,NA,NA,Matched
Electricity Bill,Electricity Payment,376579,376579,2026-05-21,2026-05-21,REF928020,REF928020,CHQ5207,CHQ5207,Unmatched
Professional Fees,Consultancy Payment,123416,123416,2026-04-03,2026-04-03,REF311532,REF311532,NA,NA,Matched
Loan EMI,EMI Debit,66218,66218,2026-05-30,2026-05-30,REF164394,REF940263,NA,NA,Reference Mismatch
Vendor Payment,Vendor Transfer,73475,73475,2026-04-25,2026-04-25,REF197203,REF197203,CHQ8454,CHQ8454,Probable Match
