Agency_ID,Guard_ID,State,Document_Name,Document_Status,Training_Completed,Police_Verified,Medical_Fit,Expiry_Days_Left,Risk_Level
AGENCY_4488,GUARD_58819,Rajasthan,Police Verification,Verified,Yes,Yes,No,66,Low Risk
AGENCY_4145,GUARD_40529,Uttar Pradesh,Address Proof,Missing,No,No,Yes,224,High Risk
AGENCY_9857,GUARD_38196,Rajasthan,Shop Act License,Submitted,Yes,Yes,Yes,217,Low Risk
AGENCY_6835,GUARD_76706,Uttar Pradesh,Police Verification,Missing,No,No,Yes,51,High Risk
AGENCY_7262,GUARD_74290,Haryana,PAN Card,Submitted,No,No,No,146,High Risk
AGENCY_4253,GUARD_64925,Punjab,Employment Contract,Expired,Yes,No,Yes,58,High Risk
AGENCY_8299,GUARD_98575,Haryana,Character Certificate,Submitted,Yes,Yes,No,223,Low Risk
AGENCY_7730,GUARD_90158,Haryana,Address Proof,Submitted,Yes,No,No,37,High Risk
AGENCY_5306,GUARD_17282,Delhi,Medical Fitness,Missing,No,No,Yes,275,High Risk
AGENCY_7058,GUARD_75570,Delhi,Bank Passbook,Verified,No,No,No,273,High Risk
AGENCY_9442,GUARD_63640,Punjab,Police Verification,Expired,Yes,Yes,Yes,315,High Risk
AGENCY_7158,GUARD_10633,Punjab,Training Certificate,Expired,Yes,No,No,241,High Risk
AGENCY_3858,GUARD_83237,Haryana,Aadhaar Card,Verified,No,No,No,170,High Risk
AGENCY_3149,GUARD_99583,Rajasthan,Police Verification,Submitted,Yes,No,No,140,High Risk
AGENCY_6978,GUARD_77590,Punjab,PAN Card,Missing,No,No,Yes,86,High Risk
AGENCY_2770,GUARD_75276,Uttar Pradesh,GST Certificate,Missing,Yes,No,No,76,High Risk
AGENCY_1027,GUARD_33755,Punjab,Training Certificate,Expired,Yes,Yes,Yes,25,High Risk
AGENCY_9881,GUARD_50557,Rajasthan,Shop Act License,Submitted,No,Yes,Yes,85,High Risk
AGENCY_6408,GUARD_77762,Haryana,GST Certificate,Submitted,No,Yes,Yes,171,High Risk
AGENCY_7372,GUARD_10079,Rajasthan,Aadhaar Card,Verified,No,No,Yes,354,High Risk
AGENCY_7201,GUARD_23043,Rajasthan,PAN Card,Verified,Yes,No,Yes,216,High Risk
AGENCY_4023,GUARD_37899,Uttar Pradesh,Employment Contract,Submitted,Yes,No,No,192,High Risk
AGENCY_2882,GUARD_14177,Uttar Pradesh,GST Certificate,Submitted,Yes,Yes,No,342,Low Risk
AGENCY_6924,GUARD_54989,Haryana,Shop Act License,Submitted,No,No,Yes,218,High Risk
AGENCY_4527,GUARD_43223,Uttar Pradesh,EPF Registration,Expired,Yes,No,No,176,High Risk
AGENCY_9392,GUARD_92838,Rajasthan,Affidavit,Submitted,Yes,No,No,365,High Risk
AGENCY_7972,GUARD_87289,Uttar Pradesh,Employment Contract,Expired,Yes,No,Yes,184,High Risk
AGENCY_8862,GUARD_85410,Punjab,ESIC Registration,Expired,Yes,Yes,No,252,High Risk
AGENCY_9389,GUARD_54563,Punjab,Medical Fitness,Submitted,No,No,Yes,116,High Risk
AGENCY_8569,GUARD_57876,Delhi,Training Certificate,Missing,Yes,No,No,183,High Risk
AGENCY_7887,GUARD_60284,Delhi,Employment Contract,Expired,Yes,Yes,Yes,115,High Risk
AGENCY_2413,GUARD_65704,Rajasthan,GST Certificate,Verified,Yes,Yes,Yes,180,Low Risk
AGENCY_1694,GUARD_28528,Uttar Pradesh,Employment Contract,Submitted,Yes,Yes,No,123,Low Risk
AGENCY_8453,GUARD_95113,Uttar Pradesh,Character Certificate,Verified,No,Yes,Yes,110,High Risk
AGENCY_9394,GUARD_20863,Rajasthan,EPF Registration,Missing,Yes,No,Yes,342,High Risk
AGENCY_8691,GUARD_56129,Punjab,Employment Contract,Expired,No,No,No,285,High Risk
AGENCY_3181,GUARD_71625,Haryana,Address Proof,Expired,No,Yes,No,359,High Risk
AGENCY_3237,GUARD_39649,Punjab,Bank Passbook,Expired,Yes,No,Yes,248,High Risk
AGENCY_7634,GUARD_73065,Uttar Pradesh,ESIC Registration,Submitted,No,No,No,42,High Risk
AGENCY_3521,GUARD_48333,Uttar Pradesh,Affidavit,Missing,No,No,No,239,High Risk
AGENCY_9122,GUARD_20361,Delhi,EPF Registration,Expired,No,No,No,93,High Risk
AGENCY_4411,GUARD_22027,Rajasthan,Police Verification,Submitted,Yes,No,Yes,190,High Risk
AGENCY_3912,GUARD_97431,Rajasthan,Address Proof,Submitted,No,No,No,60,High Risk
AGENCY_4856,GUARD_78418,Punjab,EPF Registration,Expired,No,No,No,325,High Risk
AGENCY_9732,GUARD_62029,Rajasthan,Bank Passbook,Submitted,Yes,Yes,No,116,Low Risk
AGENCY_3579,GUARD_98668,Punjab,Employment Contract,Submitted,No,No,No,88,High Risk
AGENCY_4711,GUARD_80006,Delhi,EPF Registration,Expired,No,No,No,185,High Risk
AGENCY_8720,GUARD_32560,Uttar Pradesh,ESIC Registration,Missing,Yes,No,Yes,1,High Risk
AGENCY_5356,GUARD_56177,Uttar Pradesh,Address Proof,Missing,Yes,Yes,No,158,Medium Risk
AGENCY_9320,GUARD_49444,Uttar Pradesh,Shop Act License,Missing,Yes,Yes,No,157,Medium Risk
AGENCY_8309,GUARD_25022,Rajasthan,Medical Fitness,Missing,No,No,No,318,High Risk
AGENCY_7760,GUARD_68606,Uttar Pradesh,GST Certificate,Verified,No,Yes,No,66,High Risk
AGENCY_8840,GUARD_96483,Uttar Pradesh,ESIC Registration,Verified,Yes,Yes,Yes,90,Low Risk
AGENCY_1813,GUARD_31061,Uttar Pradesh,Training Certificate,Verified,No,No,Yes,105,High Risk
AGENCY_8869,GUARD_23850,Delhi,GST Certificate,Verified,Yes,No,Yes,153,High Risk
AGENCY_3589,GUARD_57436,Rajasthan,Police Verification,Submitted,No,Yes,Yes,144,High Risk
AGENCY_7297,GUARD_47658,Uttar Pradesh,Training Certificate,Missing,No,Yes,Yes,8,High Risk
AGENCY_5786,GUARD_73439,Rajasthan,ESIC Registration,Submitted,No,No,Yes,123,High Risk
AGENCY_8617,GUARD_59945,Punjab,Aadhaar Card,Verified,Yes,No,Yes,205,High Risk
AGENCY_8100,GUARD_70225,Uttar Pradesh,Aadhaar Card,Missing,No,Yes,Yes,230,High Risk
AGENCY_6981,GUARD_80054,Haryana,Affidavit,Missing,Yes,No,Yes,244,High Risk
AGENCY_4996,GUARD_41896,Punjab,Shop Act License,Verified,Yes,Yes,No,169,Low Risk
AGENCY_4262,GUARD_91253,Punjab,EPF Registration,Verified,No,No,No,310,High Risk
AGENCY_9330,GUARD_89367,Rajasthan,Aadhaar Card,Missing,No,No,Yes,150,High Risk
AGENCY_8448,GUARD_39222,Delhi,Affidavit,Missing,No,Yes,Yes,295,High Risk
AGENCY_9227,GUARD_49120,Delhi,ESIC Registration,Submitted,No,No,Yes,320,High Risk
AGENCY_3307,GUARD_56768,Punjab,EPF Registration,Expired,No,No,No,223,High Risk
AGENCY_8933,GUARD_83435,Haryana,Shop Act License,Verified,Yes,No,No,351,High Risk
AGENCY_5038,GUARD_97687,Haryana,Medical Fitness,Expired,Yes,No,No,299,High Risk
AGENCY_3130,GUARD_31957,Haryana,Training Certificate,Expired,No,No,Yes,52,High Risk
AGENCY_2279,GUARD_88284,Rajasthan,GST Certificate,Missing,Yes,Yes,No,107,Medium Risk
AGENCY_5443,GUARD_73843,Haryana,PAN Card,Submitted,No,Yes,No,253,High Risk
AGENCY_9823,GUARD_70854,Punjab,PAN Card,Verified,Yes,No,Yes,164,High Risk
AGENCY_8351,GUARD_47221,Haryana,Address Proof,Submitted,No,No,Yes,192,High Risk
AGENCY_4454,GUARD_70589,Delhi,Employment Contract,Missing,Yes,No,No,40,High Risk
AGENCY_8211,GUARD_39421,Punjab,PAN Card,Submitted,No,No,No,343,High Risk
AGENCY_8034,GUARD_39826,Rajasthan,Employment Contract,Verified,Yes,Yes,No,258,Low Risk
AGENCY_7013,GUARD_42258,Haryana,Police Verification,Missing,No,Yes,No,298,High Risk
AGENCY_8448,GUARD_89198,Delhi,EPF Registration,Missing,Yes,Yes,No,181,Medium Risk
AGENCY_2226,GUARD_59125,Haryana,Medical Fitness,Expired,No,Yes,Yes,235,High Risk
AGENCY_3567,GUARD_91258,Haryana,Aadhaar Card,Missing,No,Yes,Yes,109,High Risk
AGENCY_8925,GUARD_81226,Uttar Pradesh,Shop Act License,Submitted,Yes,No,Yes,88,High Risk
AGENCY_6177,GUARD_88432,Delhi,Medical Fitness,Missing,Yes,No,Yes,318,High Risk
AGENCY_4488,GUARD_21323,Delhi,Bank Passbook,Verified,Yes,No,No,106,High Risk
AGENCY_3899,GUARD_42958,Haryana,Medical Fitness,Expired,Yes,No,Yes,7,High Risk
AGENCY_5583,GUARD_17196,Punjab,Affidavit,Missing,No,No,No,258,High Risk
AGENCY_4835,GUARD_84321,Uttar Pradesh,Police Verification,Verified,No,Yes,Yes,186,High Risk
AGENCY_3998,GUARD_65262,Uttar Pradesh,Medical Fitness,Missing,No,Yes,No,167,High Risk
AGENCY_2554,GUARD_54374,Rajasthan,Character Certificate,Missing,Yes,No,Yes,167,High Risk
AGENCY_3893,GUARD_92420,Rajasthan,Character Certificate,Expired,No,No,Yes,94,High Risk
AGENCY_1233,GUARD_93216,Rajasthan,EPF Registration,Missing,Yes,No,Yes,305,High Risk
AGENCY_2623,GUARD_89247,Haryana,GST Certificate,Verified,No,Yes,No,186,High Risk
AGENCY_7390,GUARD_94598,Delhi,Bank Passbook,Missing,No,Yes,Yes,300,High Risk
AGENCY_4828,GUARD_53347,Haryana,Medical Fitness,Expired,No,No,Yes,261,High Risk
AGENCY_1546,GUARD_89543,Uttar Pradesh,Affidavit,Verified,Yes,Yes,No,75,Low Risk
AGENCY_1320,GUARD_17004,Delhi,GST Certificate,Verified,No,No,Yes,52,High Risk
AGENCY_8720,GUARD_72953,Rajasthan,Training Certificate,Expired,Yes,No,No,298,High Risk
AGENCY_7026,GUARD_38066,Rajasthan,EPF Registration,Missing,Yes,Yes,Yes,44,Medium Risk
AGENCY_9482,GUARD_94218,Uttar Pradesh,Affidavit,Submitted,No,No,Yes,187,High Risk
AGENCY_6601,GUARD_56514,Haryana,Address Proof,Expired,Yes,Yes,Yes,276,High Risk
AGENCY_1021,GUARD_90502,Rajasthan,Shop Act License,Expired,No,No,Yes,230,High Risk
AGENCY_1143,GUARD_25886,Delhi,EPF Registration,Submitted,Yes,Yes,No,364,Low Risk
AGENCY_9547,GUARD_13971,Uttar Pradesh,Police Verification,Missing,Yes,Yes,No,201,Medium Risk
AGENCY_1873,GUARD_45009,Haryana,Police Verification,Missing,Yes,Yes,Yes,349,Medium Risk
AGENCY_3368,GUARD_44574,Delhi,Police Verification,Verified,Yes,Yes,Yes,303,Low Risk
AGENCY_4372,GUARD_43221,Uttar Pradesh,PAN Card,Verified,No,Yes,No,338,High Risk
AGENCY_8679,GUARD_58332,Punjab,Employment Contract,Expired,Yes,No,Yes,203,High Risk
AGENCY_8518,GUARD_77557,Uttar Pradesh,Character Certificate,Expired,No,Yes,No,83,High Risk
AGENCY_7303,GUARD_69245,Haryana,Aadhaar Card,Submitted,Yes,Yes,No,62,Low Risk
AGENCY_4884,GUARD_72599,Delhi,Employment Contract,Submitted,No,No,Yes,34,High Risk
AGENCY_1384,GUARD_93389,Haryana,GST Certificate,Expired,No,No,Yes,275,High Risk
AGENCY_8445,GUARD_66620,Rajasthan,GST Certificate,Missing,No,No,No,237,High Risk
AGENCY_3431,GUARD_46995,Rajasthan,ESIC Registration,Submitted,No,Yes,Yes,24,High Risk
AGENCY_3554,GUARD_39240,Uttar Pradesh,Bank Passbook,Missing,Yes,No,No,121,High Risk
AGENCY_3035,GUARD_47303,Punjab,Medical Fitness,Verified,No,No,Yes,54,High Risk
AGENCY_7341,GUARD_99990,Punjab,Address Proof,Submitted,Yes,Yes,Yes,333,Low Risk
AGENCY_7912,GUARD_66779,Punjab,PAN Card,Verified,No,Yes,Yes,244,High Risk
AGENCY_3015,GUARD_47335,Delhi,Address Proof,Verified,No,No,No,257,High Risk
AGENCY_4260,GUARD_62680,Rajasthan,GST Certificate,Missing,Yes,No,No,335,High Risk
AGENCY_2753,GUARD_33361,Uttar Pradesh,EPF Registration,Submitted,No,No,No,99,High Risk
AGENCY_5370,GUARD_55749,Haryana,EPF Registration,Missing,Yes,No,No,188,High Risk
AGENCY_7520,GUARD_57046,Haryana,ESIC Registration,Expired,Yes,Yes,Yes,93,High Risk
AGENCY_5394,GUARD_48067,Delhi,Aadhaar Card,Expired,No,Yes,No,68,High Risk
AGENCY_2461,GUARD_78009,Uttar Pradesh,Address Proof,Submitted,No,Yes,No,55,High Risk
AGENCY_5659,GUARD_93038,Delhi,PAN Card,Missing,No,Yes,Yes,315,High Risk
AGENCY_4718,GUARD_15059,Rajasthan,Medical Fitness,Missing,Yes,Yes,Yes,45,Medium Risk
AGENCY_6269,GUARD_60363,Rajasthan,Bank Passbook,Missing,Yes,No,Yes,65,High Risk
AGENCY_6264,GUARD_37664,Rajasthan,Affidavit,Submitted,No,Yes,Yes,155,High Risk
AGENCY_7341,GUARD_29193,Uttar Pradesh,Affidavit,Missing,No,No,Yes,60,High Risk
AGENCY_6874,GUARD_24762,Uttar Pradesh,PAN Card,Expired,Yes,No,No,25,High Risk
AGENCY_7379,GUARD_78611,Rajasthan,Medical Fitness,Verified,No,No,Yes,148,High Risk
AGENCY_3670,GUARD_79660,Haryana,Employment Contract,Verified,No,Yes,No,332,High Risk
AGENCY_2079,GUARD_93230,Punjab,EPF Registration,Verified,Yes,Yes,Yes,233,Low Risk
AGENCY_4185,GUARD_24154,Punjab,Medical Fitness,Submitted,Yes,No,No,147,High Risk
AGENCY_8219,GUARD_60592,Punjab,ESIC Registration,Verified,Yes,Yes,No,136,Low Risk
AGENCY_4828,GUARD_70397,Rajasthan,EPF Registration,Verified,No,Yes,No,204,High Risk
AGENCY_8041,GUARD_53002,Delhi,PAN Card,Verified,No,No,No,246,High Risk
AGENCY_3697,GUARD_86428,Rajasthan,Bank Passbook,Submitted,Yes,No,No,344,High Risk
AGENCY_5891,GUARD_81738,Uttar Pradesh,Address Proof,Verified,Yes,No,Yes,269,High Risk
AGENCY_1665,GUARD_79728,Uttar Pradesh,Medical Fitness,Submitted,No,Yes,No,127,High Risk
AGENCY_6558,GUARD_52484,Rajasthan,ESIC Registration,Verified,No,No,Yes,229,High Risk
AGENCY_2693,GUARD_94696,Haryana,Address Proof,Submitted,Yes,Yes,No,316,Low Risk
AGENCY_4019,GUARD_60718,Uttar Pradesh,GST Certificate,Submitted,Yes,No,No,191,High Risk
AGENCY_7441,GUARD_17132,Haryana,Character Certificate,Expired,No,No,Yes,170,High Risk
AGENCY_4008,GUARD_82045,Punjab,Affidavit,Submitted,No,No,Yes,247,High Risk
AGENCY_9849,GUARD_48032,Haryana,EPF Registration,Expired,Yes,Yes,No,198,High Risk
AGENCY_7711,GUARD_51335,Uttar Pradesh,Employment Contract,Verified,No,No,No,341,High Risk
AGENCY_2080,GUARD_46933,Punjab,Employment Contract,Expired,No,No,Yes,160,High Risk
AGENCY_7512,GUARD_98141,Rajasthan,GST Certificate,Expired,Yes,Yes,No,82,High Risk
AGENCY_2330,GUARD_72631,Rajasthan,PAN Card,Submitted,No,Yes,Yes,17,High Risk
AGENCY_6492,GUARD_58331,Uttar Pradesh,Affidavit,Missing,Yes,No,Yes,95,High Risk
AGENCY_6133,GUARD_62324,Rajasthan,Bank Passbook,Missing,Yes,Yes,No,21,Medium Risk
AGENCY_6530,GUARD_30539,Delhi,GST Certificate,Missing,Yes,Yes,Yes,192,Medium Risk
AGENCY_6662,GUARD_77587,Rajasthan,Bank Passbook,Verified,Yes,No,No,201,High Risk
AGENCY_3237,GUARD_42155,Punjab,Employment Contract,Expired,Yes,No,Yes,277,High Risk
AGENCY_8852,GUARD_99610,Punjab,Bank Passbook,Missing,Yes,No,Yes,228,High Risk
AGENCY_8409,GUARD_97773,Rajasthan,Employment Contract,Missing,No,No,No,69,High Risk
AGENCY_8148,GUARD_86975,Rajasthan,Medical Fitness,Submitted,No,No,No,102,High Risk
AGENCY_5005,GUARD_86131,Delhi,Affidavit,Submitted,No,Yes,No,13,High Risk
AGENCY_5088,GUARD_46916,Haryana,Address Proof,Expired,No,Yes,Yes,235,High Risk
AGENCY_5754,GUARD_90743,Delhi,Medical Fitness,Submitted,Yes,No,Yes,105,High Risk
AGENCY_2270,GUARD_69089,Uttar Pradesh,Shop Act License,Missing,Yes,No,No,298,High Risk
AGENCY_1838,GUARD_33422,Punjab,Bank Passbook,Missing,No,No,No,95,High Risk
AGENCY_9171,GUARD_57232,Rajasthan,Character Certificate,Missing,Yes,Yes,Yes,109,Medium Risk
AGENCY_2431,GUARD_88554,Rajasthan,Address Proof,Verified,No,No,No,185,High Risk
AGENCY_4194,GUARD_45417,Haryana,Affidavit,Missing,Yes,No,No,194,High Risk
AGENCY_4362,GUARD_33035,Haryana,PAN Card,Missing,No,Yes,Yes,285,High Risk
AGENCY_5218,GUARD_95942,Haryana,Bank Passbook,Verified,No,No,No,79,High Risk
AGENCY_8464,GUARD_89596,Uttar Pradesh,Shop Act License,Submitted,Yes,Yes,Yes,259,Low Risk
AGENCY_3985,GUARD_21064,Delhi,Medical Fitness,Expired,Yes,No,Yes,356,High Risk
AGENCY_3729,GUARD_21426,Haryana,Police Verification,Missing,No,Yes,No,348,High Risk
AGENCY_9552,GUARD_98532,Uttar Pradesh,Character Certificate,Verified,No,No,No,192,High Risk
AGENCY_7623,GUARD_13454,Rajasthan,Character Certificate,Submitted,Yes,Yes,No,9,Low Risk
AGENCY_2061,GUARD_80125,Rajasthan,Employment Contract,Submitted,Yes,Yes,Yes,144,Low Risk
AGENCY_2816,GUARD_47490,Haryana,Medical Fitness,Missing,Yes,Yes,No,18,Medium Risk
AGENCY_8874,GUARD_12757,Haryana,Affidavit,Expired,Yes,Yes,No,347,High Risk
AGENCY_5047,GUARD_10854,Punjab,Training Certificate,Submitted,Yes,No,Yes,159,High Risk
AGENCY_8418,GUARD_19096,Uttar Pradesh,Training Certificate,Expired,Yes,Yes,Yes,93,High Risk
AGENCY_9171,GUARD_96873,Uttar Pradesh,PAN Card,Expired,No,No,No,72,High Risk
AGENCY_5712,GUARD_82431,Delhi,Police Verification,Submitted,Yes,No,No,35,High Risk
AGENCY_1056,GUARD_43011,Punjab,Aadhaar Card,Expired,Yes,No,Yes,94,High Risk
AGENCY_7118,GUARD_16475,Delhi,Shop Act License,Verified,Yes,Yes,No,280,Low Risk
AGENCY_9184,GUARD_66845,Rajasthan,Address Proof,Submitted,No,Yes,No,189,High Risk
AGENCY_4062,GUARD_69310,Punjab,EPF Registration,Expired,No,Yes,No,212,High Risk
AGENCY_5841,GUARD_99082,Delhi,Training Certificate,Missing,Yes,No,Yes,114,High Risk
AGENCY_2105,GUARD_81041,Punjab,Address Proof,Expired,No,Yes,No,103,High Risk
AGENCY_8950,GUARD_28103,Haryana,Address Proof,Submitted,Yes,Yes,Yes,161,Low Risk
AGENCY_9422,GUARD_63906,Uttar Pradesh,EPF Registration,Missing,Yes,Yes,Yes,346,Medium Risk
AGENCY_1180,GUARD_42057,Uttar Pradesh,Medical Fitness,Expired,No,No,No,61,High Risk
AGENCY_9431,GUARD_81293,Haryana,EPF Registration,Submitted,No,No,No,222,High Risk
AGENCY_6359,GUARD_28425,Delhi,GST Certificate,Expired,Yes,Yes,No,56,High Risk
AGENCY_9446,GUARD_21011,Rajasthan,Medical Fitness,Verified,Yes,No,Yes,9,High Risk
AGENCY_1927,GUARD_90756,Punjab,Police Verification,Expired,Yes,No,No,218,High Risk
AGENCY_8772,GUARD_81782,Punjab,Employment Contract,Missing,Yes,No,No,186,High Risk
AGENCY_4125,GUARD_56713,Haryana,Address Proof,Submitted,No,Yes,No,72,High Risk
AGENCY_1675,GUARD_64045,Delhi,Address Proof,Missing,Yes,No,Yes,187,High Risk
AGENCY_2704,GUARD_90461,Haryana,Shop Act License,Submitted,No,No,Yes,344,High Risk
AGENCY_4147,GUARD_25235,Haryana,Shop Act License,Expired,No,Yes,Yes,68,High Risk
AGENCY_5054,GUARD_79375,Rajasthan,ESIC Registration,Missing,No,Yes,Yes,41,High Risk
AGENCY_9307,GUARD_91406,Punjab,Bank Passbook,Submitted,Yes,No,Yes,46,High Risk
AGENCY_7005,GUARD_40297,Haryana,Character Certificate,Expired,Yes,Yes,Yes,143,High Risk
AGENCY_4254,GUARD_91278,Uttar Pradesh,Medical Fitness,Expired,No,Yes,No,233,High Risk
AGENCY_6526,GUARD_43196,Punjab,Employment Contract,Verified,No,Yes,No,231,High Risk
AGENCY_8892,GUARD_41141,Delhi,Shop Act License,Verified,No,No,Yes,213,High Risk
AGENCY_2081,GUARD_63177,Rajasthan,ESIC Registration,Submitted,Yes,No,No,7,High Risk
AGENCY_6494,GUARD_40627,Punjab,Bank Passbook,Submitted,Yes,Yes,No,281,Low Risk
AGENCY_9683,GUARD_40425,Delhi,GST Certificate,Verified,No,No,No,5,High Risk
AGENCY_4886,GUARD_53434,Uttar Pradesh,Shop Act License,Expired,Yes,Yes,Yes,140,High Risk
AGENCY_7909,GUARD_76821,Punjab,ESIC Registration,Submitted,Yes,Yes,Yes,229,Low Risk
AGENCY_9872,GUARD_74647,Delhi,Address Proof,Expired,No,No,Yes,268,High Risk
AGENCY_5745,GUARD_28096,Uttar Pradesh,PAN Card,Verified,Yes,Yes,No,102,Low Risk
AGENCY_2905,GUARD_86700,Delhi,Medical Fitness,Submitted,Yes,Yes,No,313,Low Risk
AGENCY_1527,GUARD_80614,Punjab,Character Certificate,Verified,No,Yes,Yes,237,High Risk
AGENCY_3450,GUARD_97702,Punjab,Character Certificate,Verified,Yes,No,No,6,High Risk
AGENCY_9731,GUARD_58081,Punjab,Shop Act License,Expired,Yes,No,Yes,308,High Risk
AGENCY_6777,GUARD_71077,Delhi,GST Certificate,Submitted,Yes,Yes,Yes,32,Low Risk
AGENCY_8608,GUARD_24543,Uttar Pradesh,Character Certificate,Verified,No,Yes,No,283,High Risk
AGENCY_2007,GUARD_18851,Delhi,Address Proof,Expired,No,No,Yes,266,High Risk
AGENCY_8934,GUARD_95576,Haryana,Medical Fitness,Submitted,No,No,No,269,High Risk
AGENCY_3919,GUARD_41198,Uttar Pradesh,Training Certificate,Verified,Yes,No,No,320,High Risk
AGENCY_3885,GUARD_96540,Delhi,Medical Fitness,Submitted,Yes,Yes,Yes,157,Low Risk
AGENCY_8247,GUARD_72915,Uttar Pradesh,Character Certificate,Verified,No,No,No,222,High Risk
AGENCY_9014,GUARD_70721,Haryana,PAN Card,Missing,Yes,No,Yes,52,High Risk
AGENCY_2050,GUARD_34836,Delhi,Medical Fitness,Verified,No,Yes,Yes,304,High Risk
AGENCY_4899,GUARD_16917,Punjab,Medical Fitness,Expired,No,Yes,Yes,76,High Risk
AGENCY_6291,GUARD_31654,Punjab,PAN Card,Expired,Yes,Yes,Yes,29,High Risk
AGENCY_9928,GUARD_93070,Delhi,Address Proof,Missing,Yes,No,No,243,High Risk
AGENCY_9124,GUARD_82056,Haryana,PAN Card,Verified,No,Yes,Yes,317,High Risk
AGENCY_5951,GUARD_93269,Delhi,Training Certificate,Missing,Yes,Yes,No,26,Medium Risk
AGENCY_1160,GUARD_87169,Rajasthan,GST Certificate,Expired,No,Yes,No,247,High Risk
AGENCY_3385,GUARD_27288,Punjab,ESIC Registration,Expired,No,No,Yes,333,High Risk
AGENCY_4815,GUARD_15874,Uttar Pradesh,ESIC Registration,Missing,No,Yes,No,184,High Risk
AGENCY_8515,GUARD_14973,Delhi,Bank Passbook,Expired,Yes,No,No,282,High Risk
AGENCY_4307,GUARD_97705,Delhi,Address Proof,Expired,No,Yes,No,26,High Risk
AGENCY_1442,GUARD_57233,Uttar Pradesh,Address Proof,Submitted,Yes,Yes,Yes,15,Low Risk
AGENCY_4951,GUARD_50923,Haryana,Training Certificate,Expired,Yes,Yes,No,166,High Risk
AGENCY_5509,GUARD_65366,Punjab,Address Proof,Missing,Yes,No,Yes,335,High Risk
AGENCY_1843,GUARD_95560,Delhi,GST Certificate,Missing,Yes,No,No,246,High Risk
AGENCY_6583,GUARD_63371,Delhi,PAN Card,Submitted,Yes,No,Yes,223,High Risk
AGENCY_1240,GUARD_45379,Delhi,Training Certificate,Verified,No,Yes,Yes,39,High Risk
AGENCY_8881,GUARD_56790,Punjab,EPF Registration,Verified,No,No,No,233,High Risk
AGENCY_2832,GUARD_94604,Haryana,Shop Act License,Expired,Yes,Yes,Yes,103,High Risk
AGENCY_9430,GUARD_47291,Delhi,Medical Fitness,Missing,Yes,Yes,No,301,Medium Risk
AGENCY_4480,GUARD_97252,Punjab,Character Certificate,Submitted,No,No,Yes,119,High Risk
AGENCY_9333,GUARD_31200,Haryana,Address Proof,Missing,Yes,Yes,No,252,Medium Risk
AGENCY_2189,GUARD_84366,Uttar Pradesh,Training Certificate,Expired,No,Yes,Yes,166,High Risk
AGENCY_4668,GUARD_96651,Haryana,GST Certificate,Expired,Yes,No,Yes,31,High Risk
AGENCY_9181,GUARD_66934,Uttar Pradesh,Shop Act License,Missing,Yes,No,Yes,94,High Risk
AGENCY_7777,GUARD_36701,Rajasthan,Police Verification,Verified,No,No,No,329,High Risk
AGENCY_4871,GUARD_98001,Uttar Pradesh,EPF Registration,Verified,No,No,No,172,High Risk
AGENCY_4037,GUARD_85749,Punjab,EPF Registration,Expired,No,No,No,176,High Risk
AGENCY_9970,GUARD_59606,Delhi,ESIC Registration,Missing,No,No,No,162,High Risk
AGENCY_4617,GUARD_21159,Rajasthan,Address Proof,Expired,Yes,Yes,Yes,240,High Risk
AGENCY_1368,GUARD_88912,Delhi,Aadhaar Card,Verified,No,No,No,227,High Risk
AGENCY_6732,GUARD_84830,Uttar Pradesh,GST Certificate,Submitted,Yes,No,Yes,13,High Risk
AGENCY_9544,GUARD_94120,Uttar Pradesh,Training Certificate,Verified,No,No,Yes,255,High Risk
AGENCY_3609,GUARD_43919,Delhi,Training Certificate,Verified,Yes,Yes,Yes,199,Low Risk
AGENCY_1636,GUARD_26360,Uttar Pradesh,PAN Card,Verified,No,No,Yes,170,High Risk
AGENCY_6920,GUARD_28091,Haryana,Employment Contract,Verified,Yes,Yes,No,60,Low Risk
AGENCY_6316,GUARD_98221,Haryana,ESIC Registration,Expired,No,Yes,No,114,High Risk
AGENCY_2809,GUARD_39701,Rajasthan,Aadhaar Card,Verified,No,No,Yes,127,High Risk
AGENCY_2123,GUARD_95983,Uttar Pradesh,Character Certificate,Expired,Yes,Yes,Yes,345,High Risk
AGENCY_9213,GUARD_85357,Punjab,Character Certificate,Missing,No,Yes,Yes,137,High Risk
AGENCY_6693,GUARD_87265,Uttar Pradesh,Aadhaar Card,Expired,No,No,Yes,134,High Risk
AGENCY_6407,GUARD_88533,Delhi,Address Proof,Submitted,Yes,Yes,No,156,Low Risk
AGENCY_2680,GUARD_33765,Rajasthan,Affidavit,Missing,Yes,Yes,No,124,Medium Risk
AGENCY_8604,GUARD_52942,Rajasthan,GST Certificate,Submitted,Yes,Yes,No,235,Low Risk
AGENCY_2432,GUARD_37283,Rajasthan,Bank Passbook,Missing,Yes,No,No,61,High Risk
AGENCY_2788,GUARD_25936,Rajasthan,Affidavit,Expired,Yes,No,Yes,317,High Risk
AGENCY_6840,GUARD_22917,Uttar Pradesh,PAN Card,Missing,No,No,Yes,307,High Risk
AGENCY_6998,GUARD_24725,Delhi,Address Proof,Verified,Yes,No,Yes,300,High Risk
AGENCY_5426,GUARD_97607,Haryana,Aadhaar Card,Expired,No,Yes,No,251,High Risk
AGENCY_5538,GUARD_67017,Rajasthan,Employment Contract,Submitted,Yes,Yes,No,341,Low Risk
